bstopnm,geometry,SGG_NM
하마마을,POINT (129.077123405708 35.279644519516),부산광역시 금정구
경동아파트,POINT (129.08633 35.28144),부산광역시 금정구
지장암,POINT (129.078555 35.2813566667),부산광역시 금정구
태광산업.구서역,POINT (129.0917466667 35.2492016667),부산광역시 금정구
금정세무서,POINT (129.0923 35.230015),부산광역시 금정구
남문,POINT (129.0619766667 35.2417533333),부산광역시 금정구
동문,POINT (129.0644566667 35.2432483333),부산광역시 금정구
서1동새마을금고,POINT (129.09953054034 35.21610936711),부산광역시 금정구
광명사,POINT (129.076765358668 35.229668539908),부산광역시 금정구
광명사,POINT (129.076414799422 35.230103250858),부산광역시 금정구
양로원,POINT (129.076651369 35.2312582558),부산광역시 금정구
남산성당,POINT (129.08504647371 35.263737463169),부산광역시 금정구
성불사입구,POINT (129.0897674 35.27981159),부산광역시 금정구
동해중학교,POINT (129.08733282425 35.218613023534),부산광역시 금정구
구서역.금정경찰서,POINT (129.092321683926 35.245525882669),부산광역시 금정구
장전역,POINT (129.08776917126 35.238293340487),부산광역시 금정구
장전1치안센터,POINT (129.087482962089 35.235708732491),부산광역시 금정구
부산대학교정문,POINT (129.086658115833 35.23226002667),부산광역시 금정구
회동동,POINT (129.1242179985 35.2302349201),부산광역시 금정구
회동석대산단,POINT (129.1271355 35.23226714),부산광역시 금정구
회동석대산단,POINT (129.1273412 35.23215538),부산광역시 금정구
우성,POINT (129.1183198 35.22498524),부산광역시 금정구
삼한전자,POINT (129.1182731 35.22530146),부산광역시 금정구
금정문화회관,POINT (129.094723890892 35.245515427839),부산광역시 금정구
금정문화회관,POINT (129.0945263 35.24568637),부산광역시 금정구
동래초등학교,POINT (129.097355480084 35.247745962882),부산광역시 금정구
동래초등학교,POINT (129.096947691501 35.247690023118),부산광역시 금정구
금단마을,POINT (129.0995618 35.25150156),부산광역시 금정구
금단마을,POINT (129.0992452 35.25157915),부산광역시 금정구
브니엘고등학교,POINT (129.10224461964 35.256733753965),부산광역시 금정구
브니엘고등학교,POINT (129.102003 35.25680744),부산광역시 금정구
건설안전시험사업소,POINT (129.1243589 35.23234521),부산광역시 금정구
스포원파크,POINT (129.103181776495 35.292293296863),부산광역시 금정구
금정체육공원,POINT (129.102468678769 35.291494676608),부산광역시 금정구
금정공영차고지,POINT (129.09808 35.28949),부산광역시 금정구
회동화물자동차공영차고지,POINT (129.136029575064 35.242971396206),부산광역시 금정구
윤산터널입구,POINT (129.092142171808 35.239471066696),부산광역시 금정구
윤산터널입구,POINT (129.09074 35.239418),부산광역시 금정구
장전역,POINT (129.087232589416 35.240123590798),부산광역시 금정구
장전역,POINT (129.087253110885 35.239852892879),부산광역시 금정구
장전초등학교,POINT (129.085382722176 35.240159980949),부산광역시 금정구
장전초등학교,POINT (129.085520030738 35.239945844605),부산광역시 금정구
남산119안전센터,POINT (129.086270440795 35.262177684553),부산광역시 금정구
남산고등학교,POINT (129.08543390369 35.267132990597),부산광역시 금정구
부산외대정문,POINT (129.084419230353 35.266555728168),부산광역시 금정구
부산외국어대학교캠퍼스,POINT (129.080368851956 35.267143609438),부산광역시 금정구
부산외대정문,POINT (129.084619459521 35.266651402841),부산광역시 금정구
남산고등학교,POINT (129.085373678529 35.266926766157),부산광역시 금정구
범어사어귀삼거리,POINT (129.091949274567 35.275715616806),부산광역시 금정구
샘골공원,POINT (129.088797148537 35.26059036296),부산광역시 금정구
샘골공원,POINT (129.088518438194 35.260861013195),부산광역시 금정구
범어사어귀삼거리,POINT (129.092136743582 35.275527639773),부산광역시 금정구
금사입구,POINT (129.10891141529 35.214315462546),부산광역시 금정구
강서구청,POINT (128.9826419768 35.2124006155),부산광역시 강서구
대저119안전센터,POINT (128.977399016 35.2145815242),부산광역시 강서구
낙동중학교,POINT (128.9648778788 35.2152059926),부산광역시 강서구
강서복지회관.우편집중국,POINT (128.958486514056 35.215195585502),부산광역시 강서구
중리입구,POINT (128.956172112128 35.214817284798),부산광역시 강서구
부산교도소,POINT (128.9528170927 35.213925719),부산광역시 강서구
평강역,POINT (128.9500950522 35.2141627418),부산광역시 강서구
대사리3구,POINT (128.9436222758 35.2160660035),부산광역시 강서구
국립농산물품질관리원,POINT (128.9407630777 35.2169727937),부산광역시 강서구
대사역.대사리2구,POINT (128.936478 35.2184965),부산광역시 강서구
대사역.대사리2구,POINT (128.936659918901 35.218084053064),부산광역시 강서구
국립농산물품질관리원,POINT (128.9406390332 35.2166833565),부산광역시 강서구
대사리3구,POINT (128.943360404 35.2158316972),부산광역시 강서구
평강역,POINT (128.949861933667 35.213930078716),부산광역시 강서구
중리입구,POINT (128.955888 35.2145646),부산광역시 강서구
강서복지회관.우편집중국,POINT (128.959159 35.2150278),부산광역시 강서구
낙동중학교,POINT (128.964506732 35.2151199704),부산광역시 강서구
대저119안전센터,POINT (128.97697161055 35.214449197954),부산광역시 강서구
강서구청,POINT (128.9815238345 35.213013633),부산광역시 강서구
신덕삼거리,POINT (128.974643774749 35.204740523135),부산광역시 강서구
신덕삼거리,POINT (128.9742226945 35.2044890877),부산광역시 강서구
대사리1구,POINT (128.933109 35.2193235),부산광역시 강서구
대사리1구,POINT (128.932792 35.2197921),부산광역시 강서구
강서브라이트센터,POINT (128.956947828348 35.180805498104),부산광역시 강서구
경전철덕두역,POINT (128.953306 35.181098),부산광역시 강서구
경전철덕두역,POINT (128.954105404323 35.181319536797),부산광역시 강서구
공항입구,POINT (128.94991 35.176562),부산광역시 강서구
강서구청역,POINT (128.980796 35.211588),부산광역시 강서구
강서구청역,POINT (128.98058110675 35.210857171871),부산광역시 강서구
대저역,POINT (128.9608235643 35.2128561015),부산광역시 강서구
강서경찰서,POINT (128.906565 35.1179366667),부산광역시 강서구
순아동,POINT (128.903614416576 35.119047734473),부산광역시 강서구
영도산업,POINT (128.8257916667 35.0994966667),부산광역시 강서구
명지새동네,POINT (128.930807292609 35.108553925103),부산광역시 강서구
명지새동네,POINT (128.9300266667 35.1079383333),부산광역시 강서구
송정다리,POINT (128.833980376163 35.093316945379),부산광역시 강서구
삼성전기,POINT (128.853665827506 35.093337809078),부산광역시 강서구
삼성자동차정문,POINT (128.87682 35.08914),부산광역시 강서구
삼성전기,POINT (128.853654270944 35.093585274746),부산광역시 강서구
DSR,POINT (128.840266146918 35.093315552254),부산광역시 강서구
금호마을,POINT (128.95868 35.16381),부산광역시 강서구
송정,POINT (128.8431183333 35.1051583333),부산광역시 강서구
리노공업,POINT (128.84241 35.0934116667),부산광역시 강서구
동서열처리,POINT (128.84565 35.0934033333),부산광역시 강서구
강서체육공원,POINT (128.9744681385 35.2074218819),부산광역시 강서구
체육공원역,POINT (128.968217159959 35.212096849437),부산광역시 강서구
(구)검문소,POINT (128.8374416667 35.1036016667),
강서체육공원,POINT (128.974075888591 35.207706444297),부산광역시 강서구
용원사거리,POINT (128.821149732729 35.098066413968),
경제자유구역청,POINT (128.839721675084 35.086637867058),부산광역시 강서구
명지신도시,POINT (128.90243 35.0889316667),부산광역시 강서구
수로다리,POINT (128.9698603648 35.2149498027),부산광역시 강서구
명지신도시,POINT (128.900679295979 35.089194396617),부산광역시 강서구
강서브라이트센터,POINT (128.9564971052 35.1812786216),부산광역시 강서구
부산신항만,POINT (128.834503859676 35.078515843071),부산광역시 강서구
부산신항만,POINT (128.834903 35.078281),부산광역시 강서구
대흥공업사거리,POINT (128.859716141972 35.093335211874),부산광역시 강서구
우진목재,POINT (128.8656716667 35.0920966667),부산광역시 강서구
녹산하수처리장,POINT (128.8663633333 35.08886),부산광역시 강서구
해덕파워웨이,POINT (128.84846 35.0934),부산광역시 강서구
삼성자동차정문,POINT (128.876805 35.08891),부산광역시 강서구
용원사거리,POINT (128.8221568 35.09768401),부산광역시 강서구
용원사거리,POINT (128.8224259 35.09795032),부산광역시 강서구
용원중앙병원,POINT (128.822773279354 35.099351504781),부산광역시 강서구
(주)거보,POINT (128.830975567801 35.095182350023),부산광역시 강서구
(주)거보,POINT (128.8311266667 35.0953116667),부산광역시 강서구
부산프라스틱공업,POINT (128.838630494142 35.093310578182),부산광역시 강서구
풍영산업,POINT (128.83970582511 35.091705894525),부산광역시 강서구
경제자유구역청,POINT (128.839215479561 35.08699212923),부산광역시 강서구
리노공업,POINT (128.843198 35.093511),부산광역시 강서구
녹산하수처리장,POINT (128.8658483333 35.0894683333),부산광역시 강서구
낙동강철새도래지,POINT (128.916774396519 35.090078072164),부산광역시 강서구
낙동강철새도래지,POINT (128.917384237837 35.089932418916),부산광역시 강서구
성산2구,POINT (128.8913316667 35.11926),부산광역시 강서구
성고개,POINT (128.8565733333 35.1104766667),부산광역시 강서구
송정,POINT (128.842476185118 35.105860251713),부산광역시 강서구
녹산농협,POINT (128.878115 35.111279),부산광역시 강서구
진동,POINT (128.926975 35.0980516667),부산광역시 강서구
(주)태광,POINT (128.8329379922 35.0895245324),부산광역시 강서구
용원중앙병원,POINT (128.82267 35.09963),부산광역시 강서구
강서고.부산혜원학교,POINT (128.988718551704 35.214656108235),부산광역시 강서구
강서고.부산혜원학교,POINT (128.9884535994 35.2144708278),부산광역시 강서구
경일고등학교입구,POINT (128.9240683333 35.1136533333),부산광역시 강서구
경일고등학교입구,POINT (128.924094 35.113408),부산광역시 강서구
금호마을,POINT (128.958788144123 35.162742036945),부산광역시 강서구
녹산,POINT (128.8858183333 35.1141333333),부산광역시 강서구
녹산,POINT (128.8857933333 35.1136466667),부산광역시 강서구
녹산농협,POINT (128.878323 35.110633),부산광역시 강서구
성산2구,POINT (128.89162 35.119245),부산광역시 강서구
녹산중학교,POINT (128.8895083333 35.1171766667),부산광역시 강서구
대흥공업사거리,POINT (128.85881 35.09351),부산광역시 강서구
덕두시장,POINT (128.9579128218 35.1789961968),부산광역시 강서구
덕두시장,POINT (128.9582809602 35.1786894148),부산광역시 강서구
동리,POINT (128.92803 35.1005916667),부산광역시 강서구
동리,POINT (128.9277233333 35.1005416667),부산광역시 강서구
동서열처리,POINT (128.84535 35.09347),부산광역시 강서구
등구마을,POINT (128.9627129857 35.1933979646),부산광역시 강서구
등구마을,POINT (128.9631578195 35.1936894075),부산광역시 강서구
명지시장,POINT (128.931882586343 35.111567909424),부산광역시 강서구
렛츠런파크입구,POINT (128.882158278042 35.152527268466),부산광역시 강서구
렛츠런파크입구,POINT (128.880994879356 35.152013528104),부산광역시 강서구
부산프라스틱공업,POINT (128.83854 35.09349),부산광역시 강서구
사구,POINT (128.886270178648 35.158861935493),부산광역시 강서구
사구,POINT (128.885714720446 35.159142471039),부산광역시 강서구
삼보목재,POINT (128.8617 35.09351),부산광역시 강서구
삼보목재,POINT (128.8625983333 35.0933966667),부산광역시 강서구
삼성자동차남문,POINT (128.88146 35.08911),부산광역시 강서구
삼성자동차남문,POINT (128.881475 35.0888966667),부산광역시 강서구
성산다리,POINT (128.893855 35.1217466667),부산광역시 강서구
성산다리,POINT (128.8940166667 35.1215533333),부산광역시 강서구
세산삼거리,POINT (128.87459 35.14075),부산광역시 강서구
송정다리,POINT (128.834026468673 35.09357763927),부산광역시 강서구
수로다리,POINT (128.9696194371 35.2148560229),부산광역시 강서구
신덕마을,POINT (128.9685071617 35.1999453295),부산광역시 강서구
신덕마을,POINT (128.9692319529 35.2001295173),부산광역시 강서구
신호하수처리장,POINT (128.872608117635 35.088816712336),부산광역시 강서구
신호하수처리장,POINT (128.872665201937 35.089158231851),부산광역시 강서구
영남자동화기계,POINT (128.82798 35.09787),부산광역시 강서구
영남자동화기계,POINT (128.8281133333 35.0976516667),부산광역시 강서구
영도산업,POINT (128.8256 35.09977),부산광역시 강서구
용원사거리,POINT (128.82131 35.09826),
우진목재,POINT (128.865981 35.092231),부산광역시 강서구
풍영산업,POINT (128.839226392842 35.091100287084),부산광역시 강서구
태광금속,POINT (128.86507 35.0935),부산광역시 강서구
태광금속,POINT (128.865231 35.093415),부산광역시 강서구
경제자유구역청사거리,POINT (128.8388633872 35.0891839679),부산광역시 강서구
경제자유구역청사거리,POINT (128.8386925671 35.0887701054),부산광역시 강서구
진동,POINT (128.9274016667 35.0984666667),부산광역시 강서구
진목,POINT (128.9266766667 35.1130933333),부산광역시 강서구
진목,POINT (128.9265166667 35.1129233333),부산광역시 강서구
해덕파워웨이,POINT (128.84847 35.09349),부산광역시 강서구
DSR,POINT (128.840298169865 35.093572612978),부산광역시 강서구
호산나교회.엘크루4단지,POINT (128.9069128277 35.0841771355),부산광역시 강서구
호산나교회.삼정그린코아,POINT (128.90694 35.08438),부산광역시 강서구
농심,POINT (128.83968795131 35.096453919318),부산광역시 강서구
농심,POINT (128.83925969749 35.096422419625),부산광역시 강서구
녹산염색공단,POINT (128.86009151957 35.088789433982),부산광역시 강서구
녹산염색공단,POINT (128.86019039333 35.089162710627),부산광역시 강서구
부산지방중소벤처기업청,POINT (128.85558106174 35.088818102847),부산광역시 강서구
부산지방중소벤처기업청,POINT (128.85564991625 35.089202712787),부산광역시 강서구
갑을녹산병원,POINT (128.852556016 35.0898935961),부산광역시 강서구
갑을녹산병원,POINT (128.852825713762 35.09044583801),부산광역시 강서구
삼성전기기숙사,POINT (128.852505 35.093052),부산광역시 강서구
삼성전기기숙사,POINT (128.85262 35.09303),부산광역시 강서구
녹산하수처리장,POINT (128.86620663956 35.089161857282),부산광역시 강서구
퀸덤1.2단지,POINT (128.897867529884 35.086557727144),부산광역시 강서구
극동스타클래스아파트,POINT (128.900896289966 35.084211643783),부산광역시 강서구
롯데캐슬아파트,POINT (128.90470802238 35.08420000076),부산광역시 강서구
남명초등학교,POINT (128.91014341817 35.084214153114),부산광역시 강서구
행복마을,POINT (128.91191715679 35.086519026466),부산광역시 강서구
행복마을,POINT (128.91159197327 35.086608413698),부산광역시 강서구
남명초등학교,POINT (128.91009258536 35.08447844334),부산광역시 강서구
롯데캐슬아파트,POINT (128.9047359074 35.08448062022),부산광역시 강서구
퀸덤3단지,POINT (128.901450513142 35.084418787465),부산광역시 강서구
퀸덤1.2단지,POINT (128.89788993133 35.086770355142),부산광역시 강서구
현대상선,POINT (128.83502160648 35.071384654271),부산광역시 강서구
현대상선,POINT (128.834517629445 35.071396786817),부산광역시 강서구
부산신항다목적터미널,POINT (128.834982702772 35.073908012816),부산광역시 강서구
부산신항다목적터미널,POINT (128.8345243 35.07400058),부산광역시 강서구
작지,POINT (128.9502106142 35.1438623208),부산광역시 강서구
작지,POINT (128.9502436077 35.1429550003),부산광역시 강서구
가덕천성동,POINT (128.812821 35.030676),부산광역시 강서구
강서구청역,POINT (128.97980842418 35.211264321416),부산광역시 강서구
강서구청역,POINT (128.979757 35.211053),부산광역시 강서구
부산항홍보관,POINT (128.830920250661 35.087130162389),부산광역시 강서구
부산항홍보관,POINT (128.831202961032 35.086887483621),부산광역시 강서구
두문입구,POINT (128.812095 35.032817),부산광역시 강서구
두문입구,POINT (128.812068 35.032762),부산광역시 강서구
서중마을,POINT (128.818799 35.032402),부산광역시 강서구
동중마을,POINT (128.8237617 35.0320918),부산광역시 강서구
범한판토스,POINT (128.8082872 35.08435995),
현대물류,POINT (128.813061249672 35.084410270213),
현대물류,POINT (128.813052796658 35.084675283526),
강림씨에스피,POINT (128.872720314271 35.107835887087),부산광역시 강서구
강림씨에스피,POINT (128.873053 35.107771),부산광역시 강서구
화연공원,POINT (128.87808058892 35.103427148949),부산광역시 강서구
화연공원,POINT (128.878288 35.103172),부산광역시 강서구
동선마을,POINT (128.8323612 35.05557414),부산광역시 강서구
(주)태광,POINT (128.875201 35.103853),부산광역시 강서구
(주)태광,POINT (128.875324 35.103985),부산광역시 강서구
부산은행화전공단지점,POINT (128.88305 35.10365),부산광역시 강서구
부산은행화전공단지점,POINT (128.883 35.1036),부산광역시 강서구
세주정공,POINT (128.883089 35.107928),부산광역시 강서구
세주정공,POINT (128.882984 35.107992),부산광역시 강서구
옥포마을,POINT (128.8450501 35.11630135),부산광역시 강서구
옥포마을,POINT (128.8447237 35.11690562),부산광역시 강서구
명동,POINT (128.845485742514 35.144112655741),부산광역시 강서구
명동,POINT (128.84497 35.14449),부산광역시 강서구
동화엔텍,POINT (128.836618 35.149122),부산광역시 강서구
동화엔텍,POINT (128.83651134297 35.148768552494),부산광역시 강서구
이원솔루텍,POINT (128.8302362 35.14906183),부산광역시 강서구
이원솔루텍,POINT (128.8302634 35.14880683),부산광역시 강서구
자동차부품멀티관,POINT (128.82433889335 35.14907415663),부산광역시 강서구
자동차부품멀티관,POINT (128.824269509424 35.148793607861),부산광역시 강서구
ENK,POINT (128.815765566499 35.149640078515),부산광역시 강서구
ENK,POINT (128.815671710437 35.149366617167),부산광역시 강서구
YMP지사단지기점,POINT (128.8096386 35.14919782),부산광역시 강서구
매일정기,POINT (128.811697377123 35.149261638147),부산광역시 강서구
마음,POINT (128.863998683351 35.134175089459),부산광역시 강서구
마음,POINT (128.8642647 35.1347748),부산광역시 강서구
중곡,POINT (128.870584113078 35.137673880916),부산광역시 강서구
중곡,POINT (128.8704356 35.13813579),부산광역시 강서구
(구)검문소,POINT (128.8396824 35.10147246),부산광역시 강서구
(구)검문소,POINT (128.8391654 35.10335032),부산광역시 강서구
세산삼거리,POINT (128.8733799 35.14094709),부산광역시 강서구
구랑,POINT (128.8583191 35.12899705),부산광역시 강서구
구랑,POINT (128.858292 35.129545),부산광역시 강서구
가동마을입구,POINT (128.884807344738 35.165255359668),부산광역시 강서구
가동마을입구,POINT (128.885053141145 35.165313833581),부산광역시 강서구
지사휴먼시아아파트,POINT (128.8349827 35.15081495),부산광역시 강서구
지사휴먼시아아파트,POINT (128.834313276112 35.150563729319),부산광역시 강서구
지사문화회관,POINT (128.831273361887 35.150785461673),부산광역시 강서구
지사문화회관,POINT (128.831274909055 35.150609703395),부산광역시 강서구
서번산업,POINT (128.8781009 35.09917543),부산광역시 강서구
서번산업,POINT (128.878444 35.0993143),부산광역시 강서구
조달청비축기지,POINT (128.8831916 35.09833942),부산광역시 강서구
조달청비축기지,POINT (128.88286 35.09822291),부산광역시 강서구
지사산단입구,POINT (128.857389996259 35.136387638847),부산광역시 강서구
지사산단입구,POINT (128.857971611978 35.135189150233),부산광역시 강서구
서부산유통지구역,POINT (128.954476 35.16677113),부산광역시 강서구
서부산유통지구역,POINT (128.956797943709 35.167950208477),부산광역시 강서구
신항서문입구,POINT (128.8016657 35.08289042),
신항서문입구,POINT (128.8016103 35.08335988),
글로벌물류센터,POINT (128.81524822934 35.082987394507),부산광역시 강서구
글로벌물류센터,POINT (128.815240274349 35.083370530559),
보람공원,POINT (128.8478672 35.08914558),부산광역시 강서구
신호대교,POINT (128.8967259 35.08864551),부산광역시 강서구
신호대교,POINT (128.89688755973 35.088286991059),부산광역시 강서구
세방물류,POINT (128.8256438 35.08587971),부산광역시 강서구
성북,POINT (128.8286148 35.05811805),부산광역시 강서구
성북,POINT (128.8289141 35.05802341),부산광역시 강서구
천성,POINT (128.8212133 35.0300753),부산광역시 강서구
천성,POINT (128.8222198 35.03000611),부산광역시 강서구
보람공원,POINT (128.8474476 35.08877346),부산광역시 강서구
명호초등학교,POINT (128.899313994315 35.085477802894),부산광역시 강서구
명호초등학교,POINT (128.8996043 35.08546876),부산광역시 강서구
두산위브,POINT (128.899315 35.0829229),부산광역시 강서구
두산위브,POINT (128.8996113 35.08317059),부산광역시 강서구
한신휴플러스아파트,POINT (128.9010829 35.08186331),부산광역시 강서구
극동스타클래스,POINT (128.9010283 35.08210749),부산광역시 강서구
엘크루블루오션,POINT (128.905852 35.08186503),부산광역시 강서구
롯데캐슬아파트,POINT (128.9065649 35.08211517),부산광역시 강서구
서중마을,POINT (128.8187322 35.03232503),부산광역시 강서구
금강.협성아파트,POINT (128.8362007 35.15044728),부산광역시 강서구
금강.협성아파트,POINT (128.83606 35.15039),부산광역시 강서구
의창수협,POINT (128.87292 35.08366),부산광역시 강서구
의창수협,POINT (128.8731885 35.08372595),부산광역시 강서구
신호초등학교사거리,POINT (128.8776449 35.08371559),부산광역시 강서구
신호초등학교사거리,POINT (128.8772883 35.08370308),부산광역시 강서구
신호농협,POINT (128.877655 35.08606758),부산광역시 강서구
신호농협,POINT (128.8772977 35.08602354),부산광역시 강서구
윌아파트,POINT (128.877658 35.08835208),부산광역시 강서구
윌아파트,POINT (128.8773014 35.08833958),부산광역시 강서구
전망대,POINT (128.8213746 35.02277747),부산광역시 강서구
전망대,POINT (128.8215008 35.02278909),부산광역시 강서구
대항마을,POINT (128.8309639 35.01260928),부산광역시 강서구
우성전기,POINT (128.8611626 35.14608751),부산광역시 강서구
지사산단입구,POINT (128.856970863648 35.136047101337),부산광역시 강서구
조선해양기자재회관,POINT (128.8600134 35.15007044),부산광역시 강서구
조선해양기자재회관,POINT (128.8599634 35.15028299),부산광역시 강서구
강진산업,POINT (128.8594779 35.15330045),부산광역시 강서구
강진산업,POINT (128.8592147 35.15330449),부산광역시 강서구
DSK,POINT (128.860449 35.15763382),부산광역시 강서구
DSK,POINT (128.8605986 35.15746029),부산광역시 강서구
탑동,POINT (128.8644485 35.1590638),부산광역시 강서구
탑동,POINT (128.8642481 35.1589362),부산광역시 강서구
우성전기,POINT (128.8614826 35.1461682),부산광역시 강서구
렛츠런파크정문,POINT (128.8768246 35.15180727),부산광역시 강서구
렛츠런파크정문,POINT (128.8768575 35.15156794),부산광역시 강서구
렛츠런파크에코랜드,POINT (128.872409 35.15136643),
렛츠런파크에코랜드,POINT (128.8724477 35.15114053),
렛츠런파크관람대,POINT (128.8683114 35.15619254),
렛츠런파크관람대,POINT (128.867502 35.156114),
가동마을,POINT (128.881964674499 35.166950649434),부산광역시 강서구
둔치도입구,POINT (128.893458109512 35.164189836456),부산광역시 강서구
둔치도입구,POINT (128.892748351735 35.163160054515),부산광역시 강서구
엘크루블루오션6단지,POINT (128.9103374 35.08192734),부산광역시 강서구
엘크루블루오션4단지,POINT (128.9100224 35.08205397),부산광역시 강서구
본녹산,POINT (128.8823583 35.11265384),부산광역시 강서구
본녹산,POINT (128.8826582 35.11234277),부산광역시 강서구
에일린의뜰아파트,POINT (128.920539 35.09994421),부산광역시 강서구
금강펜테리움아파트,POINT (128.9203466 35.10015453),부산광역시 강서구
한일기공,POINT (128.825088722577 35.141871251389),부산광역시 강서구
한일기공,POINT (128.824916658634 35.14202704872),부산광역시 강서구
테크노파크입구,POINT (128.82866071042 35.144358784465),부산광역시 강서구
테크노파크입구,POINT (128.8285055 35.14453237),부산광역시 강서구
자동차부품복지관,POINT (128.8305848 35.14625607),부산광역시 강서구
자동차부품복지관,POINT (128.8303742 35.14640344),부산광역시 강서구
이원솔루텍,POINT (128.83084961499 35.14827747299),부산광역시 강서구
이원솔루텍,POINT (128.8305868 35.1485496),부산광역시 강서구
강서평생학습관,POINT (128.873226786533 35.083000931863),부산광역시 강서구
성북마을,POINT (128.8322797 35.0570759),부산광역시 강서구
성북마을,POINT (128.8323637 35.05716024),부산광역시 강서구
명지초교.명지중학교,POINT (128.926335649087 35.103841253876),부산광역시 강서구
명지초교.명지중학교,POINT (128.926876395936 35.104220203651),부산광역시 강서구
대방노블랜드아파트,POINT (128.920129230433 35.097316038329),부산광역시 강서구
호반베르디움아파트,POINT (128.9197442 35.09726358),부산광역시 강서구
부영2차아파트,POINT (128.8727724 35.08626477),부산광역시 강서구
부영2차아파트,POINT (128.8732342 35.08632072),부산광역시 강서구
금강펜테리움2차아파트,POINT (128.921047609108 35.103159272813),부산광역시 강서구
금강펜테리움2차아파트.호반베르디움2차아파트,POINT (128.920643089119 35.103210727613),부산광역시 강서구
명지국제신도시입구,POINT (128.923245620038 35.104647431172),부산광역시 강서구
명지국제신도시입구,POINT (128.922042499237 35.104315052075),부산광역시 강서구
(주)신영,POINT (128.820431863206 35.139307541978),부산광역시 강서구
(주)신영,POINT (128.820277550391 35.139521644593),부산광역시 강서구
삼영MT,POINT (128.819742960615 35.149758395645),부산광역시 강서구
삼영MT,POINT (128.819780515783 35.149473951346),부산광역시 강서구
에스피엘,POINT (128.8249902094 35.150603187292),부산광역시 강서구
에스피엘,POINT (128.82498925236 35.150805972975),부산광역시 강서구
협성휴포레,POINT (128.918601364546 35.106865872102),부산광역시 강서구
협성휴포레,POINT (128.919061364204 35.106840564838),부산광역시 강서구
호반베르디움2차.금강펜테리움2차,POINT (128.917900041423 35.102208780357),부산광역시 강서구
호반베르디움2차.금강펜테리움2차,POINT (128.918381727795 35.102174120936),부산광역시 강서구
지법서부지원.지검서부지청,POINT (128.908202321987 35.096986227635),부산광역시 강서구
지법서부지원.지검서부지청,POINT (128.908161459739 35.096644415606),부산광역시 강서구
신호중학교,POINT (128.875702337491 35.081470097426),부산광역시 강서구
중흥1차.더힐시그니처동문,POINT (128.916225256303 35.096129665523),부산광역시 강서구
중흥1차.더힐시그니처동문,POINT (128.916192146779 35.095886882112),부산광역시 강서구
법원검찰청사거리,POINT (128.911649668234 35.095994642669),부산광역시 강서구
법원검찰청사거리,POINT (128.912165467427 35.096013542332),부산광역시 강서구
매일정기,POINT (128.811596558811 35.149540284069),부산광역시 강서구
중흥프라디움,POINT (128.915431405268 35.098755700828),부산광역시 강서구
중흥프라디움,POINT (128.915475251336 35.098286385583),부산광역시 강서구
명지더웨스턴,POINT (128.913927426281 35.096454371369),부산광역시 강서구
성산,POINT (128.896612836407 35.124356830162),부산광역시 강서구
성산,POINT (128.896782592393 35.124180459719),부산광역시 강서구
송정초등학교,POINT (128.875183041717 35.085844489854),부산광역시 강서구
송정초등학교,POINT (128.87543906563 35.085534119278),부산광역시 강서구
더힐시그니처,POINT (128.913911016227 35.09610418761),부산광역시 강서구
조선해양기자재연구원,POINT (128.86321085329 35.160610360671),부산광역시 강서구
범방동삼층석탑,POINT (128.864065265365 35.161985057179),부산광역시 강서구
한국해양대학교서부산융합캠퍼스,POINT (128.866979264701 35.161282296936),부산광역시 강서구
한국해양대학교서부산융합캠퍼스,POINT (128.866707335658 35.160907985831),부산광역시 강서구
범방동삼층석탑,POINT (128.864092962914 35.162236966127),부산광역시 강서구
조선해양기자재연구원,POINT (128.863559220884 35.160487845052),부산광역시 강서구
명원초등학교,POINT (128.912508407875 35.093327084449),부산광역시 강서구
명원초등학교,POINT (128.911943385663 35.093782091382),부산광역시 강서구
국제산업물류산단,POINT (128.868575094051 35.136413916451),부산광역시 강서구
국제산업물류산단,POINT (128.868265500477 35.136788183269),부산광역시 강서구
경일고등학교후문,POINT (128.91938498223 35.111404512961),부산광역시 강서구
경일고등학교후문,POINT (128.919725484031 35.11166046565),부산광역시 강서구
한국토지주택공사,POINT (128.910758987671 35.099176413452),부산광역시 강서구
법원검찰청후문,POINT (128.907392151676 35.09915733348),부산광역시 강서구
더샵퍼스트월드,POINT (128.904956656314 35.096987717024),부산광역시 강서구
더샵퍼스트월드,POINT (128.905021104952 35.097401255516),부산광역시 강서구
법원검찰청후문,POINT (128.907433852103 35.099535180404),부산광역시 강서구
한국토지주택공사,POINT (128.910701040361 35.098807836002),부산광역시 강서구
삼정그린코아.금강펜테리움,POINT (128.839505469511 35.150782385877),부산광역시 강서구
녹산초등학교,POINT (128.836767733762 35.150778871818),부산광역시 강서구
녹산초등학교,POINT (128.8368578297 35.150637819009),부산광역시 강서구
협성엘리시안,POINT (128.839611811002 35.150632072344),부산광역시 강서구
지사천선비교,POINT (128.840282061341 35.14860321255),부산광역시 강서구
지사천선비교,POINT (128.840173910955 35.148185796046),부산광역시 강서구
대선주조,POINT (129.0725726909 35.1965373973),부산광역시 연제구
화신아파트,POINT (129.075053531512 35.198214558335),부산광역시 연제구
교대역,POINT (129.0799231619 35.1967501695),부산광역시 연제구
교대역,POINT (129.0801616667 35.1949183333),부산광역시 연제구
거제1치안센터,POINT (129.0780216667 35.1911866667),부산광역시 연제구
거제1치안센터,POINT (129.0775733333 35.191215),부산광역시 연제구
