bstopnm,geometry,SGG_NM
까치고개 87번종점,POINT (129.011415411109 35.104576576505),부산광역시 서구
동보하이츠아파트(사하구치매안심센터),POINT (129.005945749011 35.103931970522),부산광역시 사하구
아미까치공영주차장,POINT (129.010025166773 35.104843305894),부산광역시 서구
롯데캐슬211동,POINT (128.965097938744 35.057348455554),부산광역시 사하구
롯데캐슬215동,POINT (128.964557775217 35.056302811796),부산광역시 사하구
롯데캐슬201동,POINT (128.964445823801 35.059292080866),부산광역시 사하구
롯데캐슬201동,POINT (128.964234143897 35.059034164013),부산광역시 사하구
롯데캐슬상가,POINT (128.96274125261 35.056075387088),부산광역시 사하구
롯데캐슬211동,POINT (128.965362638082 35.057303612),부산광역시 사하구
롯데캐슬215동,POINT (128.964799697344 35.056222290791),부산광역시 사하구
감천초등학교,POINT (129.006176967943 35.082150551669),부산광역시 사하구
대한수산,POINT (129.005918044649 35.081942463163),부산광역시 사하구
원스탑마트,POINT (129.0060405555 35.084575009792),부산광역시 사하구
안창마을입구,POINT (129.0464229803 35.1455439415),부산광역시 동구
보각사,POINT (129.0461667 35.14546574),부산광역시 동구
안창삼거리,POINT (129.0478106 35.14443439),부산광역시 동구
안창마을,POINT (129.040153 35.14482971),부산광역시 부산진구
경성전자고등학교,POINT (129.012721805238 35.116355919276),부산광역시 서구
금호아파트,POINT (129.011316879974 35.118922133706),부산광역시 서구
남성한빛.대신더샵,POINT (129.012161779331 35.117369461112),부산광역시 서구
구평고개,POINT (128.994221221511 35.087901479858),부산광역시 사하구
구평화신아파트,POINT (128.993358853405 35.086264668024),부산광역시 사하구
유림아파트,POINT (128.99398929366 35.090743369063),부산광역시 사하구
구평초등학교,POINT (128.990304422845 35.086008904738),부산광역시 사하구
부산종합터미널.노포역,POINT (129.0943371 35.28361594),부산광역시 금정구
시민도서관,POINT (129.050562395743 35.180586390778),부산광역시 부산진구
반송본동,POINT (129.151294376372 35.231156234782),부산광역시 해운대구
구연마을,POINT (129.184267083219 35.32018099208),부산광역시 기장군
중앙중학교,POINT (129.184801879111 35.322077187155),부산광역시 기장군
고원1차아파트,POINT (129.282687495 35.3320629117),부산광역시 기장군
신호부영2차아파트,POINT (128.872874167759 35.086520039886),부산광역시 강서구
"부영아파트1,2단지",POINT (128.8749037 35.08729072),부산광역시 강서구
신호부영2차아파트,POINT (128.873176185881 35.086542409505),부산광역시 강서구
의창수협,POINT (128.872822505899 35.08378117153),부산광역시 강서구
의창수협,POINT (128.873181289564 35.083649459263),부산광역시 강서구
신호부영5차아파트,POINT (128.875636168385 35.0812142938),부산광역시 강서구
두산위브아파트,POINT (128.8993099 35.08305816),부산광역시 강서구
한신휴플러스,POINT (128.90055736188 35.079528425573),부산광역시 강서구
본녹산,POINT (128.882370482254 35.1123212095),부산광역시 강서구
동삼삼거리,POINT (129.072337338249 35.084597644396),부산광역시 영도구
동삼삼거리,POINT (129.072443044104 35.084315002239),부산광역시 영도구
선경3차아파트312동,POINT (129.0843998 35.26215398),부산광역시 금정구
전원빌라,POINT (129.0889149 35.26555449),부산광역시 금정구
부산외국어대학교정문,POINT (129.0850838 35.26569269),부산광역시 금정구
남산교회,POINT (129.0902652 35.26508059),부산광역시 금정구
동삼시장,POINT (129.070489007416 35.078693188274),부산광역시 영도구
동삼중앙어린이집,POINT (129.068345044493 35.079275633171),부산광역시 영도구
영선동윗로터리,POINT (129.04280807821 35.085114346305),부산광역시 영도구
분포중학교,POINT (129.1147971 35.12831162),부산광역시 남구
분포고등학교,POINT (129.1159925 35.13016832),부산광역시 남구
LG메트로시티133동상가앞,POINT (129.1137011 35.13148636),부산광역시 남구
용호만유람선터미널,POINT (129.1144771 35.13280399),부산광역시 남구
LG메트로시티133동상가앞,POINT (129.1136754 35.13118678),부산광역시 남구
분포고등학교,POINT (129.1158453 35.12993204),부산광역시 남구
구포교회,POINT (128.99978318111 35.200447092974),부산광역시 북구
새생명교회,POINT (129.00056866365 35.199348206148),부산광역시 북구
고려당제과점,POINT (129.004373604587 35.204427645855),부산광역시 북구
구포대진아파트,POINT (129.004494672245 35.202069301014),부산광역시 북구
태양탕,POINT (129.00548222886 35.199483178323),부산광역시 북구
부산신항,POINT (128.83498379384 35.078362245905),부산광역시 강서구
다목적터미널,POINT (128.834528160771 35.073926172934),부산광역시 강서구
현대상선,POINT (128.834528900859 35.071510907099),부산광역시 강서구
해운대구문화복합센터,POINT (129.121943642389 35.181551818814),부산광역시 해운대구
센텀초등학교,POINT (129.121402579493 35.180371786586),부산광역시 해운대구
센텀파크.부산은행,POINT (129.122587444028 35.178725575746),부산광역시 해운대구
센텀파크112동,POINT (129.12368777083 35.177347277726),부산광역시 해운대구
해운대구문화복합센터,POINT (129.121822393219 35.181743184773),부산광역시 해운대구
언양식당,POINT (128.985093900161 35.071554302943),부산광역시 사하구
청도식당,POINT (128.986102386655 35.070979204392),부산광역시 사하구
구평고물상,POINT (128.98426452282 35.073526557311),부산광역시 사하구
구평농협,POINT (128.983790572687 35.072539059363),부산광역시 사하구
언양식당,POINT (128.984955502938 35.071497946818),부산광역시 사하구
진해식당,POINT (128.986729006826 35.070266220112),부산광역시 사하구
청도식당,POINT (128.985783409194 35.071134754136),부산광역시 사하구
구평농협,POINT (128.984185009015 35.072367846881),부산광역시 사하구
진해식당,POINT (128.987325968798 35.07016040245),부산광역시 사하구
천우슈퍼,POINT (128.987932110427 35.070014650728),부산광역시 사하구
성북고개,POINT (129.047855016006 35.137910086017),부산광역시 동구
좌천동농심가슈퍼,POINT (129.047321016061 35.13674703872),부산광역시 동구
수정5동노인정,POINT (129.046015833902 35.137192281829),부산광역시 동구
수정동부교회,POINT (129.046852650491 35.137989006497),부산광역시 동구
렉슬빌라,POINT (129.046333234343 35.136414714846),부산광역시 동구
대화주택,POINT (129.039408440813 35.129585186797),부산광역시 동구
덕암빌라,POINT (129.039219412929 35.130682365105),부산광역시 동구
동구체육공원,POINT (129.039118606893 35.132478314058),부산광역시 동구
동여자중학교,POINT (129.040556291962 35.132724456924),부산광역시 동구
동여자중학교후문,POINT (129.040649912453 35.133606619503),부산광역시 동구
동원빌라,POINT (129.040828684951 35.13448273591),부산광역시 동구
부산종합사회복지관,POINT (129.040832223 35.128728365415),부산광역시 동구
수성아파트,POINT (129.044435665859 35.136310786962),부산광역시 동구
수정아파트16동,POINT (129.040726907078 35.128486980054),부산광역시 동구
복지회관,POINT (129.047736545843 35.081434667982),부산광역시 영도구
복천사,POINT (129.047678253212 35.082002971714),부산광역시 영도구
체육공원,POINT (129.047469454639 35.080424560364),부산광역시 영도구
원당골,POINT (129.059009181058 35.18161371403),부산광역시 부산진구
초읍대우아파트,POINT (129.057440364283 35.180390340535),부산광역시 부산진구
초읍중학교,POINT (129.056304976707 35.180064339493),부산광역시 부산진구
사직2동주민센터,POINT (129.057553173377 35.200248135793),부산광역시 동래구
사직동교회,POINT (129.061561086364 35.200447014409),부산광역시 동래구
사직시장,POINT (129.062717962428 35.201262913776),부산광역시 동래구
삼익아파트정문,POINT (129.060456253814 35.199833610737),부산광역시 동래구
동천고등학교,POINT (129.0887997 35.14121339),부산광역시 남구
산성교회,POINT (129.0917862 35.13027694),부산광역시 남구
용호동벽산아파트,POINT (129.11473 35.108829),부산광역시 남구
화전교차로,POINT (129.23197382045 35.279412727478),부산광역시 기장군
순서마을,POINT (128.934975291687 35.160674620036),부산광역시 강서구
순서마을,POINT (128.93499466972 35.160566168221),부산광역시 강서구
수문할매집,POINT (128.9905408068 35.2179160021),부산광역시 강서구
엘크루블루오션4단지,POINT (128.9101194 35.08209977),부산광역시 강서구
엘크루블루오션6단지,POINT (128.9102022 35.08189119),부산광역시 강서구
엘크루블루오션,POINT (128.906466288453 35.082116718383),부산광역시 강서구
순아동,POINT (128.9033966667 35.1188216667),부산광역시 강서구
세정상업고등학교,POINT (129.078527768543 35.173425378231),부산광역시 부산진구
연산전화국,POINT (129.079380492202 35.173768422419),부산광역시 부산진구
대구철물,POINT (129.076119208799 35.172457343089),부산광역시 부산진구
유림스토아,POINT (129.064247604479 35.179725080492),부산광역시 연제구
유림아파트113동,POINT (129.064502196317 35.18049363738),부산광역시 연제구
유림아파트112동,POINT (129.064345262993 35.179218237131),부산광역시 연제구
동서그린아파트,POINT (129.102526288623 35.181864458661),부산광역시 연제구
동암학교,POINT (129.102715624518 35.18120132572),부산광역시 연제구
정수사,POINT (129.10290263288 35.180042864369),부산광역시 수영구
로얄아파트,POINT (129.102798840596 35.179417308589),부산광역시 수영구
정수사,POINT (129.103040484543 35.180019989274),부산광역시 수영구
남일고,POINT (129.103815544293 35.177873140346),부산광역시 수영구
로얄아파트상가,POINT (129.10375091239 35.178427822368),부산광역시 수영구
로얄아파트,POINT (129.102696135507 35.179192599347),부산광역시 수영구
로얄아파트101동,POINT (129.102488106305 35.178351458699),부산광역시 수영구
망미초등학교,POINT (129.113621879415 35.173805313709),부산광역시 수영구
팔도시장후문,POINT (129.116164617326 35.173320009992),부산광역시 수영구
망미고가도로,POINT (129.110560839985 35.174015528439),부산광역시 수영구
망미역,POINT (129.109843006017 35.172628364669),부산광역시 수영구
수영세무서,POINT (129.110401928355 35.143962254369),부산광역시 수영구
동서대글로벌빌리지,POINT (129.006294147634 35.145872616905),부산광역시 사상구
현대무지개아파트,POINT (129.005619011828 35.144739306731),부산광역시 사상구
현대무지개아파트관리사무소,POINT (129.005510223874 35.145077642666),부산광역시 사상구
남천1동 행정복지센터,POINT (129.11002871438 35.142610729563),부산광역시 수영구
동서대글로벌빌리지,POINT (129.006465022162 35.145905833418),부산광역시 사상구
현대무지개아파트,POINT (129.005794898617 35.144783381243),부산광역시 사상구
현대무지개아파트관리사무소,POINT (129.005828047757 35.145113632029),부산광역시 사상구
모라종합사회복지관,POINT (128.998183462315 35.184779648933),부산광역시 사상구
모라1단지종점,POINT (128.998892656577 35.184745416699),부산광역시 사상구
캐슬스포츠센터,POINT (128.980545854587 35.182154169281),부산광역시 사상구
조광페인트,POINT (128.9790512631 35.181464634522),부산광역시 사상구
한수원인재개발원입구,POINT (129.303298772907 35.340795719035),
한수원인재개발원입구,POINT (129.302289626059 35.340305837086),
신앙촌,POINT (129.238660602651 35.244609116406),부산광역시 기장군
대저농협앞,POINT (128.9551787 35.1802063),부산광역시 강서구
부산종합터미널.노포역,POINT (129.0946993 35.28361262),부산광역시 금정구
부산종합터미널.노포역,POINT (129.0948916667 35.2832783333),부산광역시 금정구
장림시장번영1길,POINT (128.970620082774 35.082582292608),부산광역시 사하구
기장고등학교,POINT (129.210448384861 35.239958370927),부산광역시 기장군
대라리사거리,POINT (129.213209797417 35.238709391574),부산광역시 기장군
부산보건고등학교,POINT (129.041380376818 35.081466419743),부산광역시 영도구
강남병원,POINT (129.043759884533 35.087376276644),부산광역시 영도구
탑마트,POINT (129.043457138423 35.086772712501),부산광역시 영도구
성모신협,POINT (129.042659975371 35.085770872616),부산광역시 영도구
삼성여고,POINT (128.997328943635 35.090778089095),부산광역시 사하구
괴정동교차로,POINT (128.99368020546 35.095708282513),부산광역시 사하구
감천삼거리,POINT (128.992852575224 35.094066873461),부산광역시 사하구
미광아파트,POINT (129.044052071026 35.094616773785),부산광역시 영도구
천리교,POINT (129.071289642461 35.083515112839),부산광역시 영도구
동삼주공아파트1단지,POINT (129.069505783241 35.082770575281),부산광역시 영도구
태종파크맨션,POINT (129.067530577533 35.082149875445),부산광역시 영도구
동삼슈퍼,POINT (129.067095255126 35.08001354894),부산광역시 영도구
태종파크맨션,POINT (129.067719505404 35.082022460531),부산광역시 영도구
대영약국,POINT (129.064665306669 35.093919093542),부산광역시 영도구
부영슈퍼,POINT (129.066115921258 35.090612545),부산광역시 영도구
청학주유소,POINT (129.065211900189 35.093038613088),부산광역시 영도구
신선중학교,POINT (129.044805707956 35.081405067264),부산광역시 영도구
흰여울문화마을,POINT (129.044106699488 35.080324999414),부산광역시 영도구
영도초등학교,POINT (129.04479823238 35.089335403066),부산광역시 영도구
강남병원,POINT (129.043854127431 35.087942977048),부산광역시 영도구
외환은행,POINT (129.043651670828 35.090022733443),부산광역시 영도구
동삼시장,POINT (129.06985391215 35.079057225439),부산광역시 영도구
동삼중앙어린이집,POINT (129.06831436109 35.079025508861),부산광역시 영도구
동삼슈퍼,POINT (129.067191627284 35.080149409881),부산광역시 영도구
대평화장품,POINT (129.03424078006 35.091437292931),부산광역시 영도구
제일은행,POINT (129.038641822951 35.090584593066),부산광역시 영도구
남항초등학교,POINT (129.043198548346 35.083800790825),부산광역시 영도구
대동대교맨션,POINT (129.035082786318 35.090803750407),부산광역시 영도구
토토볼링장,POINT (129.036541685668 35.090099567922),부산광역시 영도구
대평화장품,POINT (129.034531670632 35.091558509773),부산광역시 영도구
진주슈퍼,POINT (129.034011003488 35.091924362708),부산광역시 영도구
용원,POINT (128.820014 35.096442666667),
불암역,POINT (128.9279840567 35.222231186),
동신에프에이,POINT (128.9242525 35.1751865),부산광역시 강서구
신진화이너스,POINT (128.925833833333 35.17493669),부산광역시 강서구
정관도새집,POINT (128.926932166667 35.167771666667),부산광역시 강서구
칠점입구,POINT (128.939836786673 35.198664997193),부산광역시 강서구
평강사리,POINT (128.94188465988 35.204327626415),부산광역시 강서구
대저119안전센터,POINT (128.977468 35.214590720936),부산광역시 강서구
강서등기소,POINT (128.97956999594 35.215441345045),부산광역시 강서구
영도배수지입구,POINT (129.048221619815 35.090226930378),부산광역시 영도구
연안여객터미널,POINT (129.0363982 35.09976872),부산광역시 중구
양지공원,POINT (129.004768236434 35.153836455693),부산광역시 사상구
모덕초등학교,POINT (128.990845381383 35.182682621486),부산광역시 사상구
자유아파트,POINT (128.990098470482 35.179992263905),부산광역시 사상구
사상도서관,POINT (128.989215111653 35.178417766102),부산광역시 사상구
모라화인아파트,POINT (128.993482417998 35.190313632622),부산광역시 사상구
협성아파트,POINT (128.993372110662 35.192428234786),부산광역시 사상구
모라벽산아파트,POINT (128.995117519748 35.190553403263),부산광역시 사상구
삼정그린코아아파트,POINT (128.992618723592 35.189223763409),부산광역시 사상구
만덕동일아파트,POINT (129.027212922884 35.215518667217),부산광역시 북구
옥천사입구,POINT (129.026133253449 35.21572065265),부산광역시 북구
구룡사,POINT (129.0050728 35.2162123),부산광역시 북구
수정강변타운후문,POINT (129.0072433 35.21948334),부산광역시 북구
덕천교차로,POINT (129.0044632 35.21183976),부산광역시 북구
서생농협,POINT (129.323303840769 35.348134989594),
신암,POINT (129.320501370984 35.347053484536),
신리마을,POINT (129.319467687127 35.343382126861),
원자력후문,POINT (129.318277751547 35.342550528667),
해수탕,POINT (129.321269265253 35.346268539832),
신리삼거리,POINT (129.312757094606 35.345836839417),
신리입구,POINT (129.308130088727 35.34396948549),
봉수대입구,POINT (129.292367662763 35.335155522494),부산광역시 기장군
신리삼거리,POINT (129.312818422678 35.345673469692),
신리입구,POINT (129.307732967977 35.343701505316),
센텀피오레1차,POINT (129.116018372147 35.192562213745),부산광역시 해운대구
동해선재송역,POINT (129.120576644846 35.188420002101),부산광역시 해운대구
동해선재송역,POINT (129.120823779904 35.189214501886),부산광역시 해운대구
센텀리슈빌아파트,POINT (129.1168909083 35.190977662198),부산광역시 해운대구
센텀E편한세상,POINT (129.117564847285 35.189799395968),부산광역시 해운대구
송수초교,POINT (129.119360577496 35.190158386282),부산광역시 해운대구
삼한아파트,POINT (129.098503 35.21452927),부산광역시 금정구
성지아파트,POINT (129.0998659 35.21323818),부산광역시 금정구
만화리,POINT (129.1996761074 35.2561969904),부산광역시 기장군
만화리입구,POINT (129.204070196786 35.253269459414),부산광역시 기장군
부산장안고등학교,POINT (129.237502300672 35.320138008568),부산광역시 기장군
부산프리미엄아울렛,POINT (129.234590588008 35.322022902094),부산광역시 기장군
좌천삼거리,POINT (129.243697222402 35.312779032819),부산광역시 기장군
선동상현마을,POINT (129.1124835 35.2664357),부산광역시 금정구
회동수원지입구,POINT (129.1064479 35.26405638),부산광역시 금정구
상현마을입구,POINT (129.111192 35.26650586),부산광역시 금정구
우리은행,POINT (129.0898486 35.22364523),부산광역시 금정구
부산대법학관,POINT (129.0790294 35.23626663),부산광역시 금정구
부산대법학관,POINT (129.0786493 35.23617376),부산광역시 금정구
부산대화학관,POINT (129.0781237 35.23451566),부산광역시 금정구
부산대미술관,POINT (129.0761631 35.23260649),부산광역시 금정구
부산대음악관,POINT (129.0762794 35.23325868),부산광역시 금정구
부산대미술관,POINT (129.0763487 35.23274384),부산광역시 금정구
부산대음악관,POINT (129.0764531 35.23339087),부산광역시 금정구
부산대예술관,POINT (129.0773145 35.23212966),부산광역시 금정구
유림아파트112동,POINT (129.064503294413 35.179298284862),부산광역시 연제구
경인문구,POINT (129.096197419886 35.172635877633),부산광역시 연제구
경인문구,POINT (129.095829035483 35.172312881688),부산광역시 연제구
섬강빌라,POINT (129.096343289825 35.171803703295),부산광역시 연제구
뉴서울아파트,POINT (129.0804447 35.12389284),부산광역시 남구
우암자유아파트,POINT (129.0815886 35.12548039),부산광역시 남구
우암자유3차아파트,POINT (129.0798579 35.12352157),부산광역시 남구
배산역,POINT (129.096623193015 35.173240550374),부산광역시 연제구
배산역,POINT (129.095433707416 35.173326445418),부산광역시 연제구
부산공업고등학교후문건널목,POINT (129.0868257 35.12897415),부산광역시 남구
부산공업고등학교후문,POINT (129.0886289 35.12981573),부산광역시 남구
성지고등학교,POINT (129.0814178 35.12708968),부산광역시 남구
대승아파트,POINT (129.0832275 35.12770961),부산광역시 남구
동림리라맨션,POINT (129.0850113 35.1283254),부산광역시 남구
우암자유아파트,POINT (129.0818743 35.12612176),부산광역시 남구
뉴서울아파트,POINT (129.0805225 35.12430164),부산광역시 남구
일신보라아파트,POINT (129.0795493 35.12606644),부산광역시 남구
뉴서울아파트,POINT (129.079089259856 35.125040208176),부산광역시 남구
마산,POINT (128.969607597087 35.24009177423),
시례마을,POINT (128.959744727641 35.24905119773),
시례,POINT (128.96137784255 35.245163409254),
장시마을,POINT (128.962848654847 35.238676152995),
수안,POINT (128.93680651067 35.229447757555),
마산,POINT (128.969632 35.240189),
시례마을,POINT (128.959486661891 35.249118674311),
시례,POINT (128.961157272697 35.245115521199),
장시마을,POINT (128.96271583383 35.238558480368),
신동아파밀리에정문,POINT (129.177189537334 35.325418036213),부산광역시 기장군
정관읍사무소.기장소방서,POINT (129.179804272758 35.325132089478),부산광역시 기장군
중앙중학교,POINT (129.184429244756 35.321917216459),부산광역시 기장군
신동아파밀리에정문,POINT (129.17749949259 35.325290800923),부산광역시 기장군
정관홈플러스,POINT (129.175672997349 35.323192552948),부산광역시 기장군
정관홈플러스,POINT (129.17578960266 35.322825500838),부산광역시 기장군
계룡리슈빌,POINT (129.172165741916 35.323783849503),부산광역시 기장군
정관주민자치회관,POINT (129.170545960934 35.325890433541),부산광역시 기장군
한진해모로,POINT (129.17460574959 35.322139430429),부산광역시 기장군
신정초등학교,POINT (129.167707909467 35.329673544448),부산광역시 기장군
정원초등학교,POINT (129.167003103382 35.331007836735),부산광역시 기장군
솔마루공원,POINT (129.165590325155 35.334561823617),부산광역시 기장군
감전LH아파트,POINT (128.994149292192 35.156576371269),부산광역시 사상구
감전동,POINT (128.993002475538 35.157919975841),부산광역시 사상구
백양마을,POINT (128.997050613375 35.154039872157),부산광역시 사상구
벽산신화아파트,POINT (128.996003039032 35.154527203183),부산광역시 사상구
사상종합복지관,POINT (128.995190129749 35.155320975874),부산광역시 사상구
수영구 스포츠문화타운,POINT (129.111513105646 35.152218058104),부산광역시 수영구
수영강변1차e편한세상,POINT (129.116905341134 35.179319564318),부산광역시 수영구
수영주택,POINT (129.117389899685 35.177964843715),부산광역시 수영구
물만골역,POINT (129.085823425217 35.176992822707),부산광역시 연제구
동방물류센터,POINT (128.820183687899 35.085878197861),
동방물류센터,POINT (128.818117175341 35.085515184519),
동방물류센터,POINT (128.820285435079 35.086199900799),
동일고무벨트,POINT (129.114633 35.22280515),부산광역시 금정구
예원여자고등학교,POINT (129.115827 35.22431677),부산광역시 금정구
장산중학교.꿈에그린아파트,POINT (129.1184167 35.19878621),부산광역시 해운대구
반여1동주민센터,POINT (129.1193554 35.20117412),부산광역시 해운대구
반여동탑마트,POINT (129.1199156 35.20350772),부산광역시 해운대구
우방아파트,POINT (129.117150376965 35.203190962352),부산광역시 해운대구
센텀SK뷰아파트115동,POINT (129.114221133099 35.202697171494),부산광역시 해운대구
센텀SK뷰아파트113동,POINT (129.116335777088 35.202111979579),부산광역시 해운대구
롯데백화점동래점,POINT (129.07803055336 35.212249462742),부산광역시 동래구
화인아파트102동,POINT (129.059631835378 35.17280067977),부산광역시 부산진구
시영아파트후문,POINT (129.054381388306 35.092235628478),부산광역시 영도구
청학동공영주차장,POINT (129.055551219462 35.091418611804),부산광역시 영도구
시영아파트정문,POINT (129.051997797412 35.092016642956),부산광역시 영도구
오륙도SK뷰정문,POINT (129.1176894 35.10149128),부산광역시 남구
오륙도초중학교,POINT (129.11585 35.10265887),부산광역시 남구
오륙도초중학교,POINT (129.1154323 35.10389174),부산광역시 남구
SK뷰아파트정문,POINT (129.1168576 35.1013391),부산광역시 남구
오륙도스카이워크,POINT (129.1207888 35.10113516),부산광역시 남구
부산해군회관,POINT (129.1164055 35.10442445),부산광역시 남구
오륙도,POINT (129.121858 35.10156255),부산광역시 남구
오륙도스카이워크,POINT (129.1219679 35.10156964),부산광역시 남구
대동아파트,POINT (129.070449657062 35.160585807717),부산광역시 부산진구
서면자동차학원,POINT (129.072422770913 35.158366565527),부산광역시 부산진구
화신아파트,POINT (129.071843198675 35.15929910529),부산광역시 부산진구
감로사,POINT (129.069178595724 35.16223615224),부산광역시 부산진구
대동아파트,POINT (129.0702599 35.16110722),부산광역시 부산진구
대동아파트,POINT (129.070623 35.16079247),부산광역시 부산진구
송정리,POINT (129.1125709 35.30510946),부산광역시 기장군
입석,POINT (129.1147415 35.31006275),부산광역시 기장군
선돌,POINT (129.1158444 35.31685109),부산광역시 기장군
대우아파트후문,POINT (129.1141635 35.30705008),부산광역시 기장군
에스엔티대우,POINT (129.1144749 35.30370884),부산광역시 기장군
송정리,POINT (129.1124313 35.30526221),부산광역시 기장군
입석,POINT (129.1145244 35.30999123),부산광역시 기장군
선돌,POINT (129.1156587 35.31676065),부산광역시 기장군
대우아파트후문,POINT (129.1139275 35.30706322),부산광역시 기장군
임기,POINT (129.1183003 35.31961152),부산광역시 기장군
주례아파트,POINT (129.005982580871 35.149483688332),부산광역시 사상구
냉정시장,POINT (129.01328342063 35.14974990135),부산광역시 사상구
드림마트,POINT (129.013174220846 35.146911962594),부산광역시 사상구
망미고가도로,POINT (129.110865768461 35.173916894069),부산광역시 수영구
광안4동 행정복지센터,POINT (129.11163311683 35.154877801225),부산광역시 수영구
광안4동새마을금고,POINT (129.111955196693 35.156088740618),부산광역시 수영구
힐스테이트201동앞,POINT (129.087622142481 35.168080408602),부산광역시 연제구
마하사,POINT (129.088782945657 35.164429810711),부산광역시 연제구
관음사,POINT (129.088463082771 35.165868165223),부산광역시 연제구
새마을슈퍼,POINT (129.087862904704 35.167051661593),부산광역시 연제구
하이자동차운전학원,POINT (129.087221168285 35.168788117225),부산광역시 연제구
현대홈타운,POINT (129.086987162858 35.169728034268),부산광역시 연제구
거성중,POINT (129.066326877735 35.183352915441),부산광역시 연제구
곰두리스포츠센터,POINT (129.066993995819 35.184358194808),부산광역시 연제구
만수사,POINT (129.065326545251 35.182308703691),부산광역시 연제구
청구아파트,POINT (129.066012052232 35.182937860835),부산광역시 연제구
유림스토아,POINT (129.064006463105 35.179706657316),부산광역시 연제구
유림아파트113동,POINT (129.064359271194 35.180720596046),부산광역시 연제구
로얄팰리스아파트,POINT (129.0877375 35.27900967),부산광역시 금정구
경동아파트,POINT (129.0861033 35.27898949),부산광역시 금정구
로얄팰리스아파트,POINT (129.0882633 35.27923204),부산광역시 금정구
금정전자공업고등학교,POINT (129.1083964 35.22101382),부산광역시 금정구
금사중학교,POINT (129.1068182 35.22013486),부산광역시 금정구
서곡초등학교,POINT (129.1050562 35.21873927),부산광역시 금정구
부산경호고등학교,POINT (129.1099858 35.22147475),부산광역시 금정구
서원유통,POINT (128.962307510802 35.095990926724),부산광역시 사하구
우림아파트,POINT (128.977787448643 35.109315391313),부산광역시 사하구
에덴빌라,POINT (128.978863771637 35.108983409654),부산광역시 사하구
반도보라아파트,POINT (128.977327260929 35.108314351123),부산광역시 사하구
에덴빌라,POINT (128.978950455003 35.109166736792),부산광역시 사하구
혜성아파트,POINT (128.979941682831 35.10960925015),부산광역시 사하구
동원1차아파트,POINT (128.982593831848 35.109718184643),부산광역시 사하구
한국산업인력공단,POINT (129.1009399 35.12567276),부산광역시 남구
돌매국밥,POINT (129.08776294887 35.195070616026),부산광역시 동래구
삼성가든아파트,POINT (129.086113411374 35.197637894312),부산광역시 동래구
새동래3차아파트,POINT (129.086988062088 35.196279743163),부산광역시 동래구
명륜역,POINT (129.0800255 35.21261008),부산광역시 동래구
동래교육청정문,POINT (129.0904408 35.2047368),부산광역시 동래구
내성초등학교,POINT (129.0898707 35.20369681),부산광역시 동래구
현대아파트2차후문,POINT (129.063536 35.17181911),부산광역시 부산진구
유림슈퍼,POINT (129.014032257752 35.146780545907),부산광역시 사상구
부산진여자상업고등학교,POINT (129.072207175206 35.170410013958),부산광역시 부산진구
성모여자고등학교,POINT (129.0704375 35.16857007),부산광역시 부산진구
부산여자대학교정문,POINT (129.070925 35.1691899),부산광역시 부산진구
부산여자대학교도서관,POINT (129.072374945058 35.168564178171),부산광역시 부산진구
부산여자대학교도서관,POINT (129.072386485714 35.168707735994),부산광역시 부산진구
전포초등학교,POINT (129.0639436 35.16085006),부산광역시 부산진구
부전역,POINT (129.0629045 35.16157277),부산광역시 부산진구
일산아파트,POINT (129.0717757 35.15714483),부산광역시 부산진구
대산아파트,POINT (129.072653427481 35.157510042184),부산광역시 부산진구
감로사,POINT (129.068961588449 35.162340033216),부산광역시 부산진구
전포고개,POINT (129.068961574641 35.162379766603),부산광역시 부산진구
정우빌라,POINT (129.06933784588 35.164496333133),부산광역시 부산진구
규경빌라,POINT (129.069208434504 35.164110281065),부산광역시 부산진구
정우빌라,POINT (129.069012831644 35.164206213233),부산광역시 부산진구
동의중학교,POINT (129.069591401788 35.165855029276),부산광역시 부산진구
동의과학대사거리,POINT (129.070373538493 35.167876737707),부산광역시 부산진구
동의중학교,POINT (129.069772354087 35.165728091935),부산광역시 부산진구
양정하이츠아파트,POINT (129.070145320907 35.166792826945),부산광역시 부산진구
부산은행,POINT (129.05860379596 35.171852505733),부산광역시 부산진구
천리교,POINT (129.071363047328 35.083383188922),부산광역시 영도구
동삼주공아파트1단지,POINT (129.06936554623 35.082821217081),부산광역시 영도구
롯데낙천대아파트정문,POINT (129.062360716928 35.089095367098),부산광역시 영도구
대화주택,POINT (129.039711499156 35.129500778585),부산광역시 동구
덕암빌라,POINT (129.039369847773 35.130597632817),부산광역시 동구
동구체육공원,POINT (129.039032774388 35.132335571663),부산광역시 동구
동여자중학교,POINT (129.040832218027 35.132791902412),부산광역시 동구
동여자중학교후문,POINT (129.040765732867 35.133517668974),부산광역시 동구
동원빌라,POINT (129.040948121059 35.134438453468),부산광역시 동구
부산종합사회복지관,POINT (129.04087706427 35.12884096226),부산광역시 동구
수성아파트,POINT (129.044472628352 35.136187897361),부산광역시 동구
수정아파트14동,POINT (129.04061502473 35.128325166379),부산광역시 동구
수정아파트5동,POINT (129.037048423538 35.127538682927),부산광역시 동구
수정아파트6동,POINT (129.037833294795 35.127782317074),부산광역시 동구
대성사,POINT (129.011280547235 35.09843263008),부산광역시 서구
세신빌라,POINT (129.011532144378 35.100265239376),부산광역시 서구
보수우체국,POINT (129.024465584777 35.103557776128),부산광역시 중구
