bstopnm,geometry,ADM_NM
한진아파트,POINT (129.025291000445 35.161461820254),개금3동
국제백양아파트,POINT (129.028635826376 35.166467789275),당감1동
국제백양아파트앞,POINT (129.027528085105 35.168702999414),당감1동
태을의원,POINT (129.038561712166 35.165230818526),당감4동
당감주유소,POINT (129.034318659909 35.165050913268),당감1동
개금시장,POINT (129.017256062429 35.148362683503),개금1동
백병원입구,POINT (129.020120557727 35.148277014779),개금1동
부산백병원,POINT (129.019965605768 35.146594595795),개금2동
성황리마트,POINT (129.020165799048 35.147333832231),개금2동
신개금LG아파트,POINT (129.018691893089 35.154343212282),개금3동
신주례LG1차아파트106동,POINT (129.015642529808 35.153829033493),주례2동
개금역,POINT (129.021507268401 35.154330798761),개금3동
개금변전소,POINT (129.020016982482 35.150672035413),개금1동
개금역,POINT (129.020145118592 35.151915996216),개금1동
냉정고개,POINT (129.016332065542 35.151905248269),주례2동
당감주유소,POINT (129.034705271226 35.164838234286),당감1동
백양로교회,POINT (129.03143252623 35.164440555232),당감1동
부암동원맨션,POINT (129.048925215786 35.166811396755),부암1동
부암고개,POINT (129.045535990665 35.165799984339),부암1동
당감사거리,POINT (129.039804078924 35.165713502573),당감1동
당감시장,POINT (129.041352280636 35.166064951821),부암3동
부산국제중고등학교,POINT (129.026739153736 35.169248859695),당감1동
반도아파트,POINT (129.032794882944 35.149605788435),가야1동
동의대역,POINT (129.032868219524 35.153861653766),가야1동
동의대역,POINT (129.032054679444 35.153187892823),가야2동
부암교차로,POINT (129.049996416949 35.167807651482),부암1동
부암동원맨션,POINT (129.0488538441 35.167138847869),부암1동
미주아파트,POINT (129.044100121832 35.166270427857),부암1동
부암고개,POINT (129.04564350116 35.166060941269),부암1동
수정터널,POINT (129.033806137271 35.149481021007),가야1동
가야여자중학교,POINT (129.034614022824 35.147755667216),가야1동
동의대학교도서관,POINT (129.033886049432 35.141116210545),가야1동
동의대학교본관,POINT (129.033732864868 35.140096005011),가야1동
동의대학교입구,POINT (129.033579893446 35.147344602432),가야2동
동의대학교자연대학,POINT (129.034212788269 35.143507541264),가야1동
당감사거리,POINT (129.039883432058 35.165459913483),당감1동
당감시장,POINT (129.041460310467 35.165809910864),당감1동
태을의원,POINT (129.038528204665 35.165482701077),당감4동
선암사입구,POINT (129.030916321437 35.173538150172),당감4동
주공사거리,POINT (129.02917814409 35.172269612914),당감4동
당감주공3단지상가,POINT (129.027298957619 35.171728849542),당감4동
당감주공3단지상가,POINT (129.02733142622 35.171489496793),당감4동
국제프라자아파트,POINT (129.027586178994 35.167567365837),당감1동
한국과학영재학교,POINT (129.028156510217 35.166377145001),당감1동
동의대역,POINT (129.033302517875 35.154435980976),가야1동
가야전신전화국,POINT (129.028406627191 35.153599433806),가야2동
가야여자중학교,POINT (129.034514465024 35.147946602508),가야1동
당감주공아파트,POINT (129.024865018506 35.171541947647),당감4동
개금현대아파트,POINT (129.016476670372 35.147336389087),개금2동
개금시영아파트,POINT (129.016366631345 35.146119899179),개금2동
개금시영아파트,POINT (129.016569336774 35.145886725733),개금2동
개금아파트,POINT (129.0161534633 35.144389613),개금2동
동남여객차고지,POINT (129.016118292716 35.144281136065),개금2동
가남시장,POINT (129.0344310313 35.1496387399),가야1동
가남시장,POINT (129.034389145719 35.149701522967),가야1동
가남시장,POINT (129.034588787889 35.149681875789),가야1동
주례여자고등학교,POINT (129.014223348933 35.145476993502),주례2동
주례여자고등학교,POINT (129.014433614451 35.145485102487),개금2동
동서대입구,POINT (129.01456040725 35.144505314329),주례2동
동서대학교,POINT (129.011816837982 35.144586960511),주례2동
협성프라자,POINT (129.037950009644 35.170481948686),부암3동
협성피닉스타운,POINT (129.037882464679 35.172035345099),부암3동
우미식당,POINT (129.023301132157 35.158323253684),개금3동
개금반도보라아파트,POINT (129.023256389152 35.159396392272),개금3동
덕인빌라,POINT (129.024976502892 35.158844964864),개금3동
부산학생교육문화회관,POINT (129.0473542 35.18365511),초읍동
대림아파트,POINT (129.0479607 35.18479945),초읍동
부산학생교육문화회관,POINT (129.0475695 35.18361127),초읍동
어린이대공원,POINT (129.0471002 35.18266916),초읍동
개금역,POINT (129.02075594331 35.154051537091),개금3동
개금삼거리,POINT (129.025632837328 35.152937506672),개금1동
개금삼거리,POINT (129.025064591416 35.153444316674),개금1동
개금역2번출구,POINT (129.021541271077 35.153499843841),개금1동
개금아파트,POINT (129.0162830539 35.1444390192),개금2동
동남여객차고지,POINT (129.016270716748 35.144261308057),개금2동
당리역,POINT (128.973556901319 35.103792693932),당리동
구평고물상,POINT (128.984116132745 35.073581321234),장림2동
동원로얄아파트입구,POINT (128.964962624328 35.081304288038),장림1동
풍조식품,POINT (128.960186359219 35.081181915812),장림1동
동원로얄아파트,POINT (128.964675140525 35.078803671185),장림1동
동원로얄아파트,POINT (128.965085737707 35.078909107969),장림1동
동원로얄듀크101동앞,POINT (128.964689682225 35.078267227217),장림1동
임석,POINT (129.1090876 35.28762277),선두구동
수반,POINT (129.1111345 35.29133483),선두구동
다움병원,POINT (129.1115888 35.29435082),선두구동
중리,POINT (129.1119476 35.29613199),선두구동
금단마을,POINT (129.1002895 35.25282824),구서1동
브니엘고등학교,POINT (129.1024834 35.25807421),구서1동
브니엘고등학교,POINT (129.1023523 35.257066),구서1동
금단마을,POINT (129.100015 35.25212293),구서1동
태평양아파트,POINT (129.0974689 35.24862079),구서1동
동래초등학교,POINT (129.0971396 35.24788494),구서1동
범어사입구사거리,POINT (129.089872 35.27635295),청룡노포동
수원지마을,POINT (129.1046873 35.24894642),부곡3동
수원지마을,POINT (129.1044093 35.24908617),부곡3동
분도농원,POINT (129.1072227 35.24815578),부곡3동
주말농장,POINT (129.107885 35.24764411),부곡3동
금성동주민센터,POINT (129.0566463 35.24994735),금성동
산성공해마을3동,POINT (129.0556417 35.24571367),금성동
금성동주민센터,POINT (129.056503 35.25029745),금성동
본동집,POINT (129.0561344 35.25058491),금성동
금성동주민센터,POINT (129.0564353868 35.2501885078),금성동
본동집,POINT (129.0560331 35.25048751),금성동
죽전마을,POINT (129.0543783333 35.2511716667),금성동
서울슈퍼,POINT (129.055357309555 35.251023910124),금성동
마을회관,POINT (129.0549405 35.25112589),금성동
금정체육공원,POINT (129.1024563 35.29177276),선두구동
함몰마을,POINT (129.1076648 35.29405657),선두구동
금정체육공원,POINT (129.102375 35.29110709),선두구동
남산역,POINT (129.0922591 35.26528041),남산동
범어사역,POINT (129.0928321 35.27229924),청룡노포동
노포삼거리,POINT (129.0933132 35.2785394),청룡노포동
금양초등학교,POINT (129.0925639 35.24091825),부곡3동
금정구청,POINT (129.0927838 35.24231835),부곡3동
GS슈퍼(금정구청),POINT (129.0940824 35.24331092),부곡3동
초원맨션,POINT (129.093761 35.24144453),부곡3동
부곡3동주민센터,POINT (129.0938063 35.24080544),부곡3동
구서역3번출구,POINT (129.0910703 35.24809364),구서1동
이마트,POINT (129.0902723 35.24910319),구서1동
부곡동,POINT (129.0912717 35.22311039),부곡1동
부산대역,POINT (129.0896166 35.23070226),부곡2동
부산대역,POINT (129.089415 35.23068056),부곡2동
대우아파트후문,POINT (129.0895976 35.23244366),부곡2동
부곡여자중학교,POINT (129.0938413 35.22248699),부곡1동
부곡동,POINT (129.0913362 35.22326698),부곡1동
금정여자고등학교,POINT (129.0999655 35.21862934),서1동
서동시장,POINT (129.1019675 35.21704708),서3동
서동,POINT (129.0960881627 35.2183437016),서1동
한신아파트,POINT (129.0892566 35.2356351),부곡3동
장전역2번출구,POINT (129.0886087 35.23789014),부곡3동
장전역4번출구,POINT (129.0884166 35.23885045),부곡3동
서2동새마을금고,POINT (129.1028808 35.21447208),서2동
세웅병원후문,POINT (129.1039798 35.21350042),서2동
영락공원,POINT (129.1033624 35.27387775),선두구동
금정도서관,POINT (129.0972609 35.27241191),선두구동
영락원,POINT (129.1019352 35.27257407),선두구동
범어사역,POINT (129.0924699 35.27230426),청룡노포동
노포삼거리,POINT (129.0929752 35.27863929),청룡노포동
대우아파트,POINT (129.117418 35.214308),반여4동
센텀SD아파트후문,POINT (129.1196150956 35.2115239558),반여4동
대우자동차,POINT (129.1153702 35.21709697),금사회동동
금사역,POINT (129.1157326 35.21579945),금사회동동
부곡늘푸른아파트117동,POINT (129.0967365 35.22314546),부곡1동
부곡여자중학교,POINT (129.0938657 35.22267169),부곡1동
BMC아파트121동,POINT (129.096162 35.22162091),부곡1동
BMC아파트120동,POINT (129.0977905 35.22350217),부곡1동
부곡늘푸른아파트117동,POINT (129.0967073 35.22329073),부곡1동
BMC아파트121동,POINT (129.0962791 35.22150048),부곡1동
BMC아파트120동,POINT (129.0979581 35.22358372),부곡1동
뉴그린108동,POINT (129.0945438 35.22053522),부곡4동
금정산SK뷰,POINT (129.07936271831 35.225719435044),장전2동
119안전체험관,POINT (129.07451647165 35.217652384248),온천1동
금강공원,POINT (129.076392929312 35.219968232261),온천1동
동래온천소방서,POINT (129.077305588843 35.223378302046),온천1동
해양자연사박물관,POINT (129.076541050738 35.221756236053),온천1동
식물원,POINT (129.078000328114 35.227202701868),장전2동
금강식물원,POINT (129.078144573188 35.226447372562),장전2동
부곡한신아파트,POINT (129.0911582 35.23790388),부곡3동
대우자동차,POINT (129.1152047 35.21704094),금사회동동
금사공단.금사동탑마트,POINT (129.112655 35.21889715),금사회동동
선두구동행정복지센터,POINT (129.1125908 35.29804699),선두구동
조리,POINT (129.1122549 35.30117784),선두구동
조리경로당,POINT (129.1121047 35.30275342),선두구동
임석,POINT (129.1094768 35.28865192),선두구동
중리,POINT (129.1117562 35.29631697),선두구동
다움병원,POINT (129.1113905 35.29485795),선두구동
수반,POINT (129.1109861 35.29184573),선두구동
부산과학고등학교,POINT (129.0851423 35.26411468),남산동
식물원,POINT (129.07770232683 35.227144738733),장전2동
장전중학교,POINT (129.078688245213 35.227585138904),장전2동
금성동주민센터,POINT (129.056734807 35.250060056),금성동
산성공해마을3동,POINT (129.0558341 35.24574138),금성동
공해부락,POINT (129.055994262705 35.244210256422),금성동
산성공해마을,POINT (129.0569814 35.24377623),금성동
천일아파트,POINT (129.0899092 35.26683496),남산동
성원아파트,POINT (129.0913909 35.26676879),남산동
탐앤탐스부산외대점,POINT (129.0879938 35.26712487),남산동
남산고등학교,POINT (129.0856151 35.26712987),남산동
조리,POINT (129.1120683 35.30117881),선두구동
조리경로당,POINT (129.1119166 35.30275387),선두구동
선두구동행정복지센터,POINT (129.1123345 35.29801943),선두구동
영락공원,POINT (129.1031212 35.27400066),선두구동
영락원,POINT (129.101353 35.27236791),선두구동
금정도서관,POINT (129.0961687 35.27224161),청룡노포동
남산고등학교,POINT (129.0856044 35.26692729),남산동
탐앤탐스부산외대점,POINT (129.0871975 35.26692234),남산동
부산외국어대학교정문,POINT (129.0845199 35.26640981),남산동
롯데캐슬정문,POINT (129.0876301 35.25273538),구서2동
롯데캐슬입구,POINT (129.0876356 35.25102311),구서2동
이마트,POINT (129.0906235 35.24866458),구서1동
롯데캐슬,POINT (129.0878441 35.251015),구서2동
롯데캐슬정문,POINT (129.0878334 35.25273638),구서2동
서2동새마을금고,POINT (129.101743 35.21385083),서2동
초원마트,POINT (129.101071 35.2135597),서2동
명장2동치안센터,POINT (129.1002313 35.21191324),명장2동
동남아파트,POINT (129.1015692 35.21057317),명장2동
협진아파트,POINT (129.1024169 35.20951729),명장2동
금사시장,POINT (129.1135027 35.2211622),금사회동동
파크랜드,POINT (129.1125053 35.21997826),금사회동동
금사공단,POINT (129.1126146 35.21874797),금사회동동
태광인력개발원,POINT (129.0846985 35.2532275),구서2동
우성아파트3동,POINT (129.0850206 35.2542222),구서2동
두구동 입구,POINT (129.1029114 35.29757267),선두구동
신동아아파트,POINT (129.0876333 35.25693015),구서2동
선경1차우성아파트,POINT (129.0876228 35.2550199),구서2동
부산컨트리입구,POINT (129.0988041 35.29146065),청룡노포동
침례병원.남산역,POINT (129.0935305 35.26590588),남산동
침례병원.남산역,POINT (129.0939421 35.26562892),남산동
비아이마트,POINT (129.0903486 35.27527557),청룡노포동
범어사입구사거리,POINT (129.0903536 35.27585082),청룡노포동
두구동 입구,POINT (129.1032301 35.29740962),선두구동
부산컨트리입구,POINT (129.0985688 35.29168711),청룡노포동
선두구동목욕탕,POINT (129.107775212026 35.287859077167),선두구동
신천,POINT (129.1112354 35.27631054),선두구동
롯데마트,POINT (129.0922358 35.23896151),부곡3동
롯데마트,POINT (129.0918683 35.23950094),부곡3동
동래여자고등학교,POINT (129.0957139 35.24627479),구서1동
GS슈퍼(금정구청),POINT (129.0938917 35.24349726),부곡3동
구서역,POINT (129.0915085 35.24679074),구서1동
구서역,POINT (129.0915932 35.24656973),구서1동
태평양아파트,POINT (129.0977258 35.24860256),구서1동
동래초등학교,POINT (129.0974232 35.24780343),구서1동
동래여자고등학교,POINT (129.0958465 35.24669542),구서1동
금정문화회관,POINT (129.0946129 35.24574344),구서1동
기업은행,POINT (129.1127001 35.2216523),금사회동동
금사회동동행정복지센터,POINT (129.1113049 35.2199157),금사회동동
누가병원,POINT (129.1133778 35.22352834),금사회동동
세웅병원정문,POINT (129.1045016 35.21476663),서3동
서동농협,POINT (129.1035785 35.21489857),서3동
예원여자고등학교,POINT (129.1155316 35.22512813),금사회동동
부산은행,POINT (129.0857443 35.23144217),장전2동
우신아파트,POINT (129.0897658 35.23403031),부곡2동
한신아파트,POINT (129.0894448 35.23569493),부곡3동
우신아파트,POINT (129.0899726 35.23402376),부곡2동
대우아파트후문,POINT (129.0894366 35.23259062),부곡2동
부산대역,POINT (129.0892784 35.22876967),장전2동
온천장역,POINT (129.0874683 35.22162427),부곡4동
서동,POINT (129.0958827771 35.218220226),부곡4동
뉴그린108동,POINT (129.0948172 35.2206147),부곡1동
서곡초등학교,POINT (129.1051803 35.21859895),서3동
금사중학교,POINT (129.1069007 35.21997663),서3동
금정전자공업고등학교,POINT (129.1083319 35.2208346),서3동
부산경호고등학교,POINT (129.1100366 35.22131251),금사회동동
서3동주민센터,POINT (129.1037297 35.2181772),서3동
금정여자고등학교,POINT (129.0998684 35.21896352),서1동
서동시장,POINT (129.1022439 35.21705381),서3동
제일요양병원,POINT (129.1009622 35.21807302),서3동
서3동주민센터,POINT (129.1038095 35.21801363),서3동
금정등기소,POINT (129.0847999 35.23058895),장전2동
부산대정문,POINT (129.0845673 35.23169851),장전2동
부산대정문,POINT (129.0844965 35.23137227),장전2동
부산대후문,POINT (129.0845887 35.22885132),장전2동
신한은행,POINT (129.0854765 35.22847444),장전2동
누가병원,POINT (129.1132699 35.22339055),금사회동동
현대맨션,POINT (129.1123828 35.22390617),금사회동동
부산산림교육센터,POINT (129.1117112 35.2230014),금사회동동
현대맨션,POINT (129.1124609 35.2237426),금사회동동
부산산림교육센터,POINT (129.1112256 35.22277639),금사회동동
평화탕,POINT (129.1020361 35.21415122),서2동
금정산SK뷰,POINT (129.079341367068 35.225958606591),장전2동
상현마을입구,POINT (129.1112616 35.26664883),선두구동
회동수원지입구,POINT (129.1069792 35.26420933),선두구동
선동상현마을,POINT (129.112611 35.26656669),선두구동
하정리,POINT (129.1031446 35.26468639),선두구동
하정리입구,POINT (129.1007632 35.26452923),선두구동
하정리,POINT (129.1034356 35.26470886),선두구동
하정리입구,POINT (129.1014405 35.26458956),선두구동
금정농협,POINT (129.0937061 35.24091549),부곡3동
신학대학,POINT (129.0947163 35.24151613),부곡3동
신학대학,POINT (129.0955605 35.24245225),부곡3동
지산고등학교,POINT (129.0967827 35.24324323),부곡3동
지산고등학교,POINT (129.0966096 35.2432999),부곡3동
부산가톨릭대학교,POINT (129.0978228 35.24394314),부곡3동
부산가톨릭대학교간호대학,POINT (129.0993749 35.24541611),부곡3동
오륜대순교자성지.박물관,POINT (129.1014998 35.24685631),부곡3동
부산가톨릭대학교간호대학,POINT (129.0992415 35.24554265),부곡3동
부산가톨릭대학교,POINT (129.0979071 35.24414082),부곡3동
오륜대순교자성지.박물관,POINT (129.1014375 35.24696198),부곡3동
오륜정보산업학교,POINT (129.1027672 35.24784541),부곡3동
오륜정보산업학교,POINT (129.1026669 35.24794747),부곡3동
연꽃못,POINT (129.1100356 35.24712451),부곡3동
회동수변산책로.황톳길,POINT (129.1116185 35.24716447),부곡3동
임지아뜰리에.복자수녀원,POINT (129.1143233 35.24768494),부곡3동
오륜본동마을,POINT (129.1152177 35.24765129),부곡3동
회동수변산책로.황톳길,POINT (129.1119565 35.24727127),부곡3동
임지아뜰리에.복자수녀원,POINT (129.1134977 35.24761827),부곡3동
연꽃못,POINT (129.1107581 35.24744983),부곡3동
주말농장,POINT (129.1080243 35.24771828),부곡3동
분도농원,POINT (129.1072541 35.24830843),부곡3동
롯데마트,POINT (129.0918399 35.23928144),부곡3동
정원맨션,POINT (129.0939696 35.24261871),부곡3동
금정구청,POINT (129.09318 35.24213663),부곡3동
부산대생활환경관,POINT (129.0780379 35.23373314),장전2동
부산대예술관,POINT (129.0778882 35.23324909),장전2동
부산대화학관,POINT (129.0782658 35.23448619),장전2동
부산대본관,POINT (129.0835395 35.2328365),장전2동
부산대문창회관,POINT (129.0822738 35.23420688),장전2동
부산대문창회관,POINT (129.08223 35.23408922),장전2동
부산대제2도서관,POINT (129.0815564 35.23514919),장전2동
부산대제2도서관,POINT (129.0815106 35.23501513),장전2동
부산대사회관,POINT (129.080085 35.23576513),장전2동
부산대사회관,POINT (129.0800151 35.2356276),장전2동
부산대후문,POINT (129.074223051854 35.232404067087),장전2동
서울슈퍼,POINT (129.055250034365 35.250908583183),금성동
서문입구,POINT (129.0483584 35.2513123),금성동
연수암,POINT (129.0498354 35.2503302),금성동
포구나무집,POINT (129.0532493 35.25142604),금성동
남문,POINT (129.0619117467 35.2418461103),금성동
공해부락,POINT (129.0559465364 35.2443429005),금성동
산성공해마을,POINT (129.0570613 35.24389654),금성동
고별대,POINT (129.068833929788 35.239462226137),장전1동
동문,POINT (129.0644356666 35.2433309867),장전1동
부산대후문,POINT (129.07406168824 35.23232122406),장전2동
고별대,POINT (129.069000792592 35.239544981864),장전1동
사취등,POINT (128.915835 35.115485),명지1동
강서경찰서,POINT (128.906688565364 35.118203457471),명지1동
당리마을회관,POINT (128.992255312 35.2231792414),대저1동
당리마을입구,POINT (128.9914994564 35.2203068623),대저1동
당리마을입구,POINT (128.9912217004 35.2199322437),대저1동
수문할매집,POINT (128.9902078012 35.2177769051),대저1동
부산공항여객차고지,POINT (128.951625 35.17112),대저2동
공항활주로,POINT (128.940147587865 35.161869298065),대저2동
공항활주로,POINT (128.939405333333 35.161729404087),대저2동
정관도마을회관,POINT (128.93144 35.167135),대저2동
정관도삼거리,POINT (128.9330855 35.168803333333),대저2동
소담재,POINT (128.916363833333 35.137721075766),강동동
강동유황오리,POINT (128.916885265202 35.147586400557),강동동
천자도,POINT (128.916579519512 35.141801090174),강동동
소담재,POINT (128.916272099312 35.137813676964),강동동
송백도,POINT (128.916968033493 35.149477589388),강동동
천자도,POINT (128.916418497797 35.141952334189),강동동
강동유황오리,POINT (128.916657791735 35.147711660843),강동동
송백도,POINT (128.916795501567 35.149606486389),강동동
한사랑부동산,POINT (128.915437666667 35.156219581186),강동동
강동119안전센터,POINT (128.915864749522 35.174714798697),강동동
남광정밀,POINT (128.913385050119 35.166318891895),강동동
한사랑부동산,POINT (128.915366 35.156204496423),강동동
남광정밀,POINT (128.9133502448 35.166706952709),강동동
대저수문,POINT (128.993719026287 35.23226674503),대저1동
대저수문,POINT (128.993575280743 35.232282759892),대저1동
당리마을회관,POINT (128.9921111633 35.2231230644),대저1동
대저동,POINT (128.987316985307 35.21264638047),대저1동
대저동,POINT (128.9857259508 35.2111503137),대저1동
롯데마트,POINT (128.972873797813 35.084663427247),장림1동
제일제당,POINT (128.977199921796 35.084126493773),장림1동
장림역,POINT (128.977196786715 35.083101527482),장림2동
사하소방서 사하우체국,POINT (128.973103998541 35.088985381787),신평1동
사하경찰서,POINT (128.9795359292 35.085292086),신평1동
신평,POINT (128.979687805 35.086260608),신평1동
기점,POINT (128.9798224124 35.0848549334),장림2동
제일제당,POINT (128.977564031163 35.084382901453),장림2동
홈플러스,POINT (128.978574089527 35.083131795246),장림2동
장림2동주민센터,POINT (128.972709079352 35.077667393256),장림2동
장림우체국,POINT (128.972650471046 35.079403495275),장림2동
효림초등교,POINT (128.972767899263 35.0761192751),장림2동
경부산업,POINT (128.956133472314 35.069935749224),다대1동
동아정밀,POINT (128.956666672248 35.067794900274),다대1동
유성식당,POINT (128.9564551 35.06855487),다대1동
주.현진,POINT (128.959051789972 35.0577861861),다대1동
선보공업,POINT (128.958696188429 35.059918220682),다대1동
금강공업.홍티아트센터,POINT (128.958044766745 35.062446860499),다대1동
몰운대아파트10,POINT (128.967284965291 35.051687424812),다대1동
중현초등학교,POINT (128.965682109942 35.051521231654),다대1동
몰운대아파트102,POINT (128.968413355904 35.050818598939),다대1동
다대자유아파트,POINT (128.970983622835 35.051646622643),다대1동
다대해수욕장,POINT (128.970485169648 35.050135739622),다대1동
다대5지구복지회,POINT (128.963271649751 35.05163886078),다대1동
다대농협,POINT (128.970396998417 35.05632426207),다대1동
다대우신아파트,POINT (128.970441657125 35.054694683697),다대1동
도개공아파트,POINT (128.96354045973 35.050581834854),다대1동
조성하이츠,POINT (128.965327768281 35.050932722903),다대1동
몰운대성당,POINT (128.960973212012 35.051688138991),다대1동
몰운대아파트,POINT (128.961082059946 35.052229332423),다대1동
대동중고등학교,POINT (128.982877965479 35.084779562212),장림2동
홈플러스,POINT (128.978309191678 35.083221086155),장림2동
주.현진,POINT (128.959230284361 35.057816150022),다대1동
선보공업,POINT (128.958532920969 35.059804961495),다대1동
금강공업.홍티아트센터,POINT (128.95784915886 35.062368244342),다대1동
다대현대아파트,POINT (128.976708283223 35.06166836557),다대2동
다대푸르지오,POINT (128.974321398288 35.060637710805),다대1동
풍조식품,POINT (128.960129122579 35.081034968301),장림1동
서원유통,POINT (128.962494228984 35.095903356247),신평2동
한신아파트상가,POINT (128.965046503833 35.097366653551),신평2동
동성화학,POINT (128.964011992052 35.091611967843),신평2동
신평역4번출구,POINT (128.962030585805 35.09490816047),신평2동
사하중학교,POINT (128.983215830953 35.103030718995),괴정4동
노블레스아파트,POINT (128.985718282427 35.100410897543),괴정4동
동덕아파트,POINT (128.983906854071 35.101853486454),괴정4동
아파트관리사무소,POINT (128.98809461517 35.100901619464),괴정1동
자유3차아파트,POINT (128.990086310482 35.101829144977),괴정1동
신익아파트,POINT (128.98094919697 35.103562228006),당리동
괴정사거리.국민은행,POINT (128.993421886791 35.099130500198),괴정1동
괴정역,POINT (128.991676133515 35.099820458889),괴정1동
괴정사거리,POINT (128.992763298627 35.101073047897),괴정1동
사하도서관,POINT (128.991816333201 35.102294957406),괴정1동
야구연습장,POINT (128.964250994319 35.1122579639),하단2동
향학서점,POINT (128.966032564516 35.110626459139),하단2동
동아스포츠,POINT (128.965855263063 35.109787017946),하단2동
건국중학교,POINT (128.970342146599 35.106571567824),당리동
본병원,POINT (128.968793047831 35.106222097735),당리동
하단오거리,POINT (128.967972789016 35.107306649241),하단2동
뉴코아아울렛,POINT (128.994115598088 35.097973939996),괴정3동
감천고개,POINT (128.992935666685 35.092448360406),감천1동
구평고개,POINT (128.993982294286 35.0881148514),구평동
구평화신아파트,POINT (128.993180315869 35.086513881505),구평동
장평중학교.감천삼거리,POINT (128.992955013468 35.093202162563),괴정1동
구평초등학교,POINT (128.990452599202 35.085525064308),구평동
삼풍아파트,POINT (128.993420915181 35.095788064282),괴정1동
YK스틸,POINT (128.986069784043 35.085787057558),구평동
YK스틸,POINT (128.986365602259 35.085552142138),구평동
금호아파트,POINT (128.985101561601 35.083679753099),구평동
대동중고등학교,POINT (128.98212296765 35.085088398692),장림2동
대동중고등학교,POINT (128.982824887353 35.085077821895),신평1동
장림2치안센터,POINT (128.97750127455 35.080566273543),장림2동
영남중학교,POINT (128.97709822661 35.078048177993),장림2동
장림역,POINT (128.977152866666 35.079998955674),장림2동
신장림역,POINT (128.976473814954 35.074761167128),장림2동
장림우체국,POINT (128.973069479101 35.080739116432),장림1동
장림초등학교,POINT (128.976169483526 35.08068981309),장림1동
영남중학교,POINT (128.97744862975 35.078191826841),장림2동
장림역,POINT (128.977495286916 35.080142385275),장림2동
신장림역,POINT (128.97682415731 35.074847649735),장림2동
극동정림아파트,POINT (128.976376570203 35.072461053142),장림2동
벽산하버스,POINT (129.003636547074 35.101222720602),괴정2동
성신슈퍼,POINT (129.003710271292 35.102442600766),괴정2동
성신슈퍼,POINT (129.003938032197 35.102339705079),괴정2동
롯데마트,POINT (129.001695513375 35.102786802146),괴정2동
괴정화신아파트,POINT (129.000055055424 35.099729113796),괴정3동
동주경로당,POINT (129.002282550035 35.099939394136),괴정2동
감천2동,POINT (129.0066934039 35.0908525651),감천2동
감정초등학교.감천문화마을,POINT (129.010666458017 35.097286573591),감천2동
구감,POINT (129.0105950753 35.095679751762),감천2동
한샘슈퍼,POINT (129.01145632898 35.097810060977),아미동
감천2동삼거리,POINT (129.008808961978 35.092866637325),감천2동
감천2동새마을금고,POINT (129.008460034378 35.092405861155),감천2동
감천2치안센터,POINT (129.010076608408 35.094493507736),감천2동
다대새마을금고,POINT (128.973316665221 35.057430617632),다대1동
다대수협,POINT (128.971649748716 35.056120103169),다대1동
다대회센터,POINT (128.971719350637 35.055141194159),다대1동
몰운대아파트102,POINT (128.968365565861 35.051333462223),다대1동
오리엔트조선,POINT (128.998652344496 35.051316842793),구평동
부광조선,POINT (128.997158024118 35.055891938265),구평동
양평슈퍼,POINT (128.997813858869 35.054217707748),구평동
한국선박,POINT (128.99554829859 35.057884414172),구평동
부광조선,POINT (128.996899482226 35.055851136744),구평동
양평슈퍼,POINT (128.997474978128 35.054348770635),구평동
한국선박,POINT (128.995485745723 35.057589569864),구평동
한국선박,POINT (128.992210453713 35.063054804384),구평동
다대삼환아파트,POINT (128.979663543474 35.064391064114),다대2동
다대자유아파트,POINT (128.970678008133 35.051732687364),다대1동
다대해수욕장입구,POINT (128.970169035821 35.05026252745),다대1동
고려냉장,POINT (128.977004760987 35.070709169471),장림2동
103번종점,POINT (128.974982387848 35.06924108229),장림2동
자연병원,POINT (128.977287536782 35.069241354392),장림2동
고려냉장,POINT (128.977435853346 35.070513197355),장림2동
극동정림아파트,POINT (128.976887881378 35.071947990025),장림2동
다송초등학교,POINT (128.979871702845 35.06847205158),다대2동
삼환2차아파트,POINT (128.981992122188 35.067498287207),다대2동
다대포,POINT (128.962518534196 35.049112121829),다대1동
롯데캐슬입구,POINT (128.958854917549 35.051898106919),다대1동
다대포,POINT (128.962241030112 35.049354970668),다대1동
다대문화체육센터,POINT (128.9617883 35.04957067),다대1동
다대포해수욕장역,POINT (128.9642094 35.04885108),다대1동
당리중학교후문,POINT (128.981174079535 35.101357693003),괴정4동
협성아파트,POINT (128.972817366718 35.073705707822),장림2동
장림2동주민센터,POINT (128.972990653288 35.077671829443),장림2동
장림우체국,POINT (128.972931905307 35.079121887505),장림2동
협성아파트,POINT (128.973067131081 35.074482860787),장림2동
효림초등교,POINT (128.973040730208 35.075953323387),장림2동
부일외국어고교,POINT (129.000688132278 35.088835428238),감천1동
삼성여고,POINT (128.997941155758 35.090822888421),감천1동
다대푸르지오,POINT (128.974713856595 35.060612383709),다대1동
다대1동주민센터,POINT (128.972152237555 35.059222386416),다대1동
사하역,POINT (128.984825541646 35.099624932201),괴정4동
안구평,POINT (128.990294905536 35.075962721492),구평동
원영조선,POINT (128.990169314556 35.078829403616),구평동
금호아파트,POINT (128.985849173948 35.083541358101),구평동
괴정초교,POINT (128.998451246485 35.102630121162),괴정3동
오리엔트조선,POINT (128.999002160292 35.051219088564),구평동
구평방파제 종점,POINT (128.999922697718 35.04814571138),구평동
