기관명,위반일자,위반시각,위반장소명,데이터기준일자
부산광역시 사하구,2024-08-03,16:11:31,다대동 다대로,2024-11-30
부산광역시 사하구,2024-08-03,14:40:45,다대동 다대로,2024-11-30
부산광역시 사하구,2024-08-03,14:40:46,다대동 다대로,2024-11-30
부산광역시 사하구,2024-08-03,14:37:25,다대동 윤공단로,2024-11-30
부산광역시 사하구,2024-08-03,17:37:35,다대동 다대로,2024-11-30
부산광역시 사하구,2024-08-03,16:13:33,다대동 다대로,2024-11-30
부산광역시 사하구,2024-08-03,16:11:59,다대동 다대로,2024-11-30
부산광역시 사하구,2024-08-03,14:41:54,다대동 다대로,2024-11-30
부산광역시 사하구,2024-08-05,09:52:53,장림동 동일스위트사거리,2024-11-30
부산광역시 사하구,2024-08-05,18:12:37,장림동 스마트W@사거리,2024-11-30
부산광역시 사하구,2024-08-05,09:22:49,신평동 우주염색 주변,2024-11-30
부산광역시 사하구,2024-08-05,14:47:04,하단동 동아대올리브영,2024-11-30
부산광역시 사하구,2024-08-05,14:12:19,괴정동 뉴코아아울렛,2024-11-30
부산광역시 사하구,2024-08-05,09:47:00,다대동 두송중학교,2024-11-30
부산광역시 사하구,2024-08-05,09:22:59,장림동 동일스위트사거리,2024-11-30
부산광역시 사하구,2024-08-05,14:58:04,괴정동 동주대입구,2024-11-30
부산광역시 사하구,2024-08-05,19:02:55,괴정동 오성장미아파트,2024-11-30
부산광역시 사하구,2024-08-05,20:27:10,장림동장림시장중앙약국,2024-11-30
부산광역시 사하구,2024-08-05,10:18:50,하단동하단초등학교후문,2024-11-30
부산광역시 사하구,2024-08-05,08:32:41,장림동장림시장중앙약국,2024-11-30
부산광역시 사하구,2024-08-05,09:04:34,하단동 동아대맥도날드,2024-11-30
부산광역시 사하구,2024-08-05,15:10:31,하단동하단초등학교후문,2024-11-30
부산광역시 사하구,2024-08-05,18:50:44,감천동 감천초등학교,2024-11-30
부산광역시 사하구,2024-08-05,10:27:10,장림동 경희병원,2024-11-30
부산광역시 사하구,2024-08-05,17:10:04,장림동 스마트W@사거리,2024-11-30
부산광역시 사하구,2024-08-05,09:01:01,장림동 경희병원,2024-11-30
부산광역시 사하구,2024-08-05,10:31:52,신평동 강동병원,2024-11-30
부산광역시 사하구,2024-08-05,20:55:08,다대동 두송중학교,2024-11-30
부산광역시 사하구,2024-08-05,15:00:13,당리동 박동물병원,2024-11-30
부산광역시 사하구,2024-08-05,21:36:18,하단동 동아대맥도날드,2024-11-30
부산광역시 사하구,2024-08-05,14:26:27,하단동 동아대맥도날드,2024-11-30
부산광역시 사하구,2024-08-05,10:20:06,신평동 강동병원,2024-11-30
부산광역시 사하구,2024-08-05,14:07:37,장림동 스마트W@사거리,2024-11-30
부산광역시 사하구,2024-08-05,14:04:57,괴정동 오성장미아파트,2024-11-30
부산광역시 사하구,2024-08-05,14:34:21,장림동 스마트W@사거리,2024-11-30
부산광역시 사하구,2024-08-05,10:36:13,장림동 스마트W@사거리,2024-11-30
부산광역시 사하구,2024-08-05,09:59:22,신평동 우주염색 주변,2024-11-30
부산광역시 사하구,2024-08-05,09:23:19,감천동 감천초등학교,2024-11-30
부산광역시 사하구,2024-08-06,15:50:44,하단동 하단역1번출구,2024-11-30
부산광역시 사하구,2024-08-06,14:11:44,하단동 동아대맥도날드,2024-11-30
부산광역시 사하구,2024-08-06,20:01:37,하단동 하단역1번출구,2024-11-30
부산광역시 사하구,2024-08-06,08:57:59,감천동 119안전센터,2024-11-30
부산광역시 사하구,2024-08-06,15:46:22,다대동 두송중학교,2024-11-30
부산광역시 사하구,2024-08-06,15:45:20,감천동 중앙U병원,2024-11-30
부산광역시 사하구,2024-08-06,18:38:20,다대동 두송중학교,2024-11-30
부산광역시 사하구,2024-08-06,18:08:54,당리동 낙동초등학교,2024-11-30
부산광역시 사하구,2024-08-06,21:37:36,하단동 하단우체국,2024-11-30
부산광역시 사하구,2024-08-06,19:20:29,하단동 하단우체국,2024-11-30
부산광역시 사하구,2024-08-06,10:41:57,장림동 경희병원,2024-11-30
부산광역시 사하구,2024-08-06,16:33:53,당리동 당리초등학교,2024-11-30
부산광역시 사하구,2024-08-06,14:44:36,장림동 경희병원,2024-11-30
부산광역시 사하구,2024-08-06,18:04:22,다대동 중현초등학교,2024-11-30
부산광역시 사하구,2024-08-06,17:55:46,신평동 강동병원,2024-11-30
부산광역시 사하구,2024-08-06,17:42:22,괴정동 뉴코아아울렛,2024-11-30
부산광역시 사하구,2024-08-06,10:08:43,하단동하단초등학교후문,2024-11-30
부산광역시 사하구,2024-08-06,21:19:01,하단동 하단우체국,2024-11-30
부산광역시 사하구,2024-08-06,21:12:58,하단동 하단우체국,2024-11-30
부산광역시 사하구,2024-08-06,14:43:16,하단동 동아대맥도날드,2024-11-30
부산광역시 사하구,2024-08-06,21:08:20,하단동 하단우체국,2024-11-30
부산광역시 사하구,2024-08-06,18:54:46,하단동 다이소앞,2024-11-30
부산광역시 사하구,2024-08-06,15:21:28,다대동 두송중학교,2024-11-30
부산광역시 사하구,2024-08-06,14:11:22,괴정동회화나무샘터공원,2024-11-30
부산광역시 사하구,2024-08-06,15:54:07,신평동 강동병원,2024-11-30
부산광역시 사하구,2024-08-06,16:37:22,다대동 다대농협,2024-11-30
부산광역시 사하구,2024-08-06,08:10:04,하단동 동아대올리브영,2024-11-30
부산광역시 사하구,2024-08-06,15:32:04,당리동 국민은행,2024-11-30
부산광역시 사하구,2024-08-06,18:11:03,하단동 동아대맥도날드,2024-11-30
부산광역시 사하구,2024-08-06,16:18:33,다대동 두송중학교,2024-11-30
부산광역시 사하구,2024-08-06,20:49:09,당리동 당리초등학교,2024-11-30
부산광역시 사하구,2024-08-06,09:45:57,하단동 낙동대로536번길,2024-11-30
부산광역시 사하구,2024-08-06,14:49:31,당리동 제석로18번길,2024-11-30
부산광역시 사하구,2024-08-06,15:13:59,하단동 동매로29번길,2024-11-30
부산광역시 사하구,2024-08-06,09:46:55,하단동 승학로3번길,2024-11-30
부산광역시 사하구,2024-08-06,10:11:23,하단동 낙동대로549번길,2024-11-30
부산광역시 사하구,2024-08-06,10:05:45,하단동 낙동남로1405번길,2024-11-30
부산광역시 사하구,2024-08-06,10:12:19,하단동 낙동남로1423번길,2024-11-30
부산광역시 사하구,2024-08-06,10:05:23,하단동 낙동남로1405번길,2024-11-30
부산광역시 사하구,2024-08-06,14:48:54,당리동 괴정로,2024-11-30
부산광역시 사하구,2024-08-06,09:48:53,하단동 승학로3번길,2024-11-30
부산광역시 사하구,2024-08-06,09:49:07,하단동 승학로,2024-11-30
부산광역시 사하구,2024-08-06,15:51:59,신평동 하신번영로,2024-11-30
부산광역시 사하구,2024-08-06,14:46:55,당리동 동매로,2024-11-30
부산광역시 사하구,2024-08-06,15:13:38,하단동 동매로15번길,2024-11-30
부산광역시 사하구,2024-08-06,14:49:39,당리동 제석로18번길,2024-11-30
부산광역시 사하구,2024-08-06,14:41:44,하단동 제석로,2024-11-30
부산광역시 사하구,2024-08-06,15:21:37,신평동 하신번영로,2024-11-30
부산광역시 사하구,2024-08-06,10:06:11,하단동 낙동남로1405번길,2024-11-30
부산광역시 사하구,2024-08-06,09:47:11,하단동 승학로3번길,2024-11-30
부산광역시 사하구,2024-08-06,14:46:59,당리동 동매로,2024-11-30
부산광역시 사하구,2024-08-06,09:47:05,하단동 승학로3번길,2024-11-30
부산광역시 사하구,2024-08-06,09:46:49,하단동 승학로3번길,2024-11-30
부산광역시 사하구,2024-08-06,10:05:41,하단동 낙동남로1405번길,2024-11-30
부산광역시 사하구,2024-08-06,14:49:53,당리동 제석로18번길,2024-11-30
부산광역시 사하구,2024-08-06,09:41:49,하단동 낙동대로516번길,2024-11-30
부산광역시 사하구,2024-08-06,10:38:53,신평동 하신번영로151번,2024-11-30
부산광역시 사하구,2024-08-06,14:49:54,당리동 제석로18번길,2024-11-30
부산광역시 사하구,2024-08-06,09:48:58,하단동 승학로3번길,2024-11-30
부산광역시 사하구,2024-08-06,14:49:41,당리동 제석로18번길,2024-11-30
부산광역시 사하구,2024-08-06,14:42:05,하단동 제석로,2024-11-30
부산광역시 사하구,2024-08-06,09:49:01,하단동 승학로3번길,2024-11-30
부산광역시 사하구,2024-08-06,15:53:21,신평동 하신번영로151번,2024-11-30
부산광역시 사하구,2024-08-06,09:47:07,하단동 승학로3번길,2024-11-30
부산광역시 사하구,2024-08-06,10:16:38,하단동 낙동남로1423번길,2024-11-30
부산광역시 사하구,2024-08-06,10:05:20,하단동 낙동남로1405번길,2024-11-30
부산광역시 사하구,2024-08-06,09:45:22,하단동 낙동대로,2024-11-30
부산광역시 사하구,2024-08-06,09:46:01,하단동 낙동대로536번길,2024-11-30
부산광역시 사하구,2024-08-06,10:17:21,하단동 낙동남로1423번길,2024-11-30
부산광역시 사하구,2024-08-06,10:16:03,하단동 낙동대로535번길,2024-11-30
부산광역시 사하구,2024-08-06,15:21:11,신평동 하신번영로,2024-11-30
부산광역시 사하구,2024-08-06,15:53:10,신평동 하신번영로151번,2024-11-30
부산광역시 사하구,2024-08-06,09:47:02,하단동 낙동대로,2024-11-30
부산광역시 사하구,2024-08-06,15:51:10,하단동 하신번영로,2024-11-30
부산광역시 사하구,2024-08-06,10:34:01,하단동 하신중앙로335번,2024-11-30
부산광역시 사하구,2024-08-06,17:52:15,장림동 장림번영로28번길,2024-11-30
부산광역시 사하구,2024-08-06,17:50:07,장림동 하신중앙로17번길,2024-11-30
부산광역시 사하구,2024-08-06,17:52:51,장림동 장림시장9길,2024-11-30
부산광역시 사하구,2024-08-06,17:53:49,장림동 하신중앙로,2024-11-30
부산광역시 사하구,2024-08-06,17:48:28,장림동 장림로,2024-11-30
부산광역시 사하구,2024-08-06,17:50:22,장림동 하신중앙로17번길,2024-11-30
부산광역시 사하구,2024-08-06,17:58:59,장림동 하신중앙로54번길,2024-11-30
부산광역시 사하구,2024-08-06,17:50:18,장림동 하신중앙로17번길,2024-11-30
부산광역시 사하구,2024-08-06,17:52:20,장림동 장림번영로28번길,2024-11-30
부산광역시 사하구,2024-08-06,17:50:31,장림동 하신중앙로17번길,2024-11-30
부산광역시 사하구,2024-08-06,17:50:04,장림동 하신중앙로17번길,2024-11-30
부산광역시 사하구,2024-08-06,17:50:25,장림동 하신중앙로17번길,2024-11-30
부산광역시 사하구,2024-08-06,17:52:30,장림동 장림시장9길,2024-11-30
부산광역시 사하구,2024-08-06,17:53:14,장림동 하신중앙로,2024-11-30
부산광역시 사하구,2024-08-06,14:26:46,감천동 감천로105번길,2024-11-30
부산광역시 사하구,2024-08-06,10:34:10,괴정동 대티로1번길,2024-11-30
부산광역시 사하구,2024-08-06,09:38:31,괴정동 사하로197번길,2024-11-30
부산광역시 사하구,2024-08-06,09:42:17,괴정동 사하로141번길,2024-11-30
부산광역시 사하구,2024-08-06,14:59:18,괴정동 낙동대로199번길,2024-11-30
부산광역시 사하구,2024-08-06,10:12:35,괴정동 대티로1번길,2024-11-30
부산광역시 사하구,2024-08-06,10:32:32,괴정동 대티로1번길,2024-11-30
부산광역시 사하구,2024-08-06,14:25:54,감천동 옥천로,2024-11-30
부산광역시 사하구,2024-08-06,14:27:27,감천동 감천로105번길,2024-11-30
부산광역시 사하구,2024-08-06,14:24:41,감천동 감천로,2024-11-30
부산광역시 사하구,2024-08-06,10:09:48,괴정동 사리로46번길,2024-11-30
부산광역시 사하구,2024-08-06,14:17:23,감천동 감천로38번길,2024-11-30
부산광역시 사하구,2024-08-06,14:58:07,괴정동 사하로,2024-11-30
부산광역시 사하구,2024-08-06,14:19:13,감천동 감천항로,2024-11-30
부산광역시 사하구,2024-08-06,14:19:40,감천동 감천항로,2024-11-30
부산광역시 사하구,2024-08-06,14:54:55,괴정동 오작로8번길,2024-11-30
부산광역시 사하구,2024-08-06,09:52:41,장림동 장림번영로,2024-11-30
부산광역시 사하구,2024-08-06,15:25:28,장림동 장림로,2024-11-30
부산광역시 사하구,2024-08-06,09:48:37,장림동 장림로196번길,2024-11-30
부산광역시 사하구,2024-08-06,09:51:29,장림동 장림번영로,2024-11-30
부산광역시 사하구,2024-08-06,09:52:38,장림동 장림번영로,2024-11-30
부산광역시 사하구,2024-08-06,15:25:49,장림동 장림로196번길,2024-11-30
부산광역시 사하구,2024-08-06,09:48:41,장림동 장림로196번길,2024-11-30
부산광역시 사하구,2024-08-06,10:16:59,장림동 장평로195번길,2024-11-30
부산광역시 사하구,2024-08-06,09:53:25,장림동 하신중앙로22번길,2024-11-30
부산광역시 사하구,2024-08-06,09:48:56,장림동 장림로196번길,2024-11-30
부산광역시 사하구,2024-08-06,09:55:56,장림동 하신중앙로,2024-11-30
부산광역시 사하구,2024-08-06,09:48:53,장림동 장림로196번길,2024-11-30
부산광역시 사하구,2024-08-06,15:25:56,장림동 장림로196번길,2024-11-30
부산광역시 사하구,2024-08-06,10:17:08,장림동 하신중앙로54번길,2024-11-30
부산광역시 사하구,2024-08-06,09:50:42,장림동 장평로145번길,2024-11-30
부산광역시 사하구,2024-08-06,09:48:33,장림동 장림로196번길,2024-11-30
부산광역시 사하구,2024-08-06,10:17:03,장림동 하신중앙로54번길,2024-11-30
부산광역시 사하구,2024-08-06,14:36:58,장림동 장림로,2024-11-30
부산광역시 사하구,2024-08-06,14:56:55,장림동 장림로,2024-11-30
부산광역시 사하구,2024-08-06,09:51:27,장림동 장평로145번길,2024-11-30
부산광역시 사하구,2024-08-06,09:55:58,장림동 하신중앙로,2024-11-30
부산광역시 사하구,2024-08-06,15:25:48,장림동 장림로196번길,2024-11-30
부산광역시 사하구,2024-08-06,09:48:31,장림동 장림로196번길,2024-11-30
부산광역시 사하구,2024-08-06,17:45:21,하단동 낙동대로549번길,2024-11-30
부산광역시 사하구,2024-08-06,17:46:01,하단동 낙동대로535번길,2024-11-30
부산광역시 사하구,2024-08-06,17:43:37,하단동 낙동대로516번길,2024-11-30
부산광역시 사하구,2024-08-06,17:43:12,하단동 낙동대로516번길,2024-11-30
부산광역시 사하구,2024-08-06,17:49:33,하단동 낙동대로474번길,2024-11-30
부산광역시 사하구,2024-08-06,17:43:42,하단동 낙동대로550번길,2024-11-30
부산광역시 사하구,2024-08-06,18:03:01,하단동 낙동대로485번길,2024-11-30
부산광역시 사하구,2024-08-06,18:03:42,하단동 낙동남로1405번길,2024-11-30
부산광역시 사하구,2024-08-06,17:45:58,하단동 낙동대로535번길,2024-11-30
부산광역시 사하구,2024-08-06,17:49:34,하단동 낙동대로474번길,2024-11-30
부산광역시 사하구,2024-08-06,17:43:41,하단동 낙동대로516번길,2024-11-30
부산광역시 사하구,2024-08-06,18:02:39,하단동 낙동대로485번길,2024-11-30
부산광역시 사하구,2024-01-31,09:47:00,괴정동 사하로186번길,2024-11-30
부산광역시 사하구,2024-01-31,09:47:00,괴정동 사하로186번길,2024-11-30
부산광역시 사하구,2024-01-31,14:21:00,괴정동 낙동대로234번길,2024-11-30
부산광역시 사하구,2024-01-31,14:22:00,괴정동 회화나무길,2024-11-30
부산광역시 사하구,2024-01-31,14:23:00,괴정동 회화나무길,2024-11-30
부산광역시 사하구,2024-01-31,14:25:00,괴정동 낙동대로234번길,2024-11-30
부산광역시 사하구,2024-01-31,14:25:00,괴정동 회화나무길,2024-11-30
부산광역시 사하구,2024-01-31,14:26:00,괴정동 낙동대로250번길,2024-11-30
부산광역시 사하구,2024-01-31,14:26:00,괴정동 낙동대로250번길,2024-11-30
부산광역시 사하구,2024-01-31,14:28:00,괴정동 마하로12번길,2024-11-30
부산광역시 사하구,2024-01-31,14:30:00,괴정동 낙동대로278번길,2024-11-30
부산광역시 사하구,2024-01-31,15:34:00,감천동 감천로117번길,2024-11-30
부산광역시 사하구,2024-01-31,15:34:00,감천동 감천로117번길,2024-11-30
부산광역시 사하구,2024-01-31,15:34:00,감천동 감천로117번길,2024-11-30
부산광역시 사하구,2024-01-31,15:34:00,감천동 감천로117번길,2024-11-30
부산광역시 사하구,2024-01-31,09:56:00,장림동 하신중앙로22번길,2024-11-30
부산광역시 사하구,2024-08-07,17:43:41,하단동 낙동남로1405번길,2024-11-30
부산광역시 사하구,2024-08-07,17:43:39,하단동 낙동남로1405번길,2024-11-30
부산광역시 사하구,2024-08-07,17:44:14,하단동 낙동남로1423번길,2024-11-30
부산광역시 사하구,2024-08-07,18:38:57,괴정동 사하로185번길,2024-11-30
부산광역시 사하구,2024-08-07,18:35:59,괴정동 낙동대로249번길,2024-11-30
부산광역시 사하구,2024-08-07,18:39:22,괴정동 낙동대로233번길,2024-11-30
부산광역시 사하구,2024-08-07,17:45:38,하단동 낙동남로1405번길,2024-11-30
부산광역시 사하구,2024-08-07,17:43:48,하단동 낙동남로1405번길,2024-11-30
부산광역시 사하구,2024-08-07,18:35:52,괴정동 낙동대로249번길,2024-11-30
부산광역시 사하구,2024-08-07,17:43:22,하단동 낙동남로1405번길,2024-11-30
부산광역시 사하구,2024-08-07,18:39:01,괴정동 사하로185번길,2024-11-30
부산광역시 사하구,2024-08-07,18:35:09,괴정동 낙동대로249번길,2024-11-30
부산광역시 사하구,2024-08-07,17:43:13,하단동 낙동남로1405번길,2024-11-30
부산광역시 사하구,2024-08-07,17:43:04,하단동 낙동남로1405번길,2024-11-30
부산광역시 사하구,2024-08-07,17:43:34,하단동 낙동남로1405번길,2024-11-30
부산광역시 사하구,2024-08-07,18:05:47,감천동 감천로42번길,2024-11-30
부산광역시 사하구,2024-08-07,18:03:57,감천동 감천로,2024-11-30
부산광역시 사하구,2024-08-07,18:05:02,감천동 감천로38번길,2024-11-30
부산광역시 사하구,2024-08-07,18:04:53,감천동 감천로38번길,2024-11-30
부산광역시 사하구,2024-08-07,18:07:38,감천동 감천로15번길,2024-11-30
부산광역시 사하구,2024-08-07,18:05:06,감천동 감천로38번길,2024-11-30
부산광역시 사하구,2024-08-07,18:07:48,감천동 감천로,2024-11-30
부산광역시 사하구,2024-08-07,18:09:54,감천동 감천로,2024-11-30
부산광역시 사하구,2024-08-07,18:04:31,감천동 감천로38번길,2024-11-30
부산광역시 사하구,2024-08-07,18:07:42,감천동 감천로15번길,2024-11-30
부산광역시 사하구,2024-08-07,18:05:28,감천동 감천로42번길,2024-11-30
부산광역시 사하구,2024-08-07,18:07:51,감천동 감천로21번길,2024-11-30
부산광역시 사하구,2024-08-07,18:05:30,감천동 감천로42번길,2024-11-30
부산광역시 사하구,2024-08-07,10:36:12,감천동 원양로,2024-11-30
부산광역시 사하구,2024-08-07,09:47:05,괴정동 사하로,2024-11-30
부산광역시 사하구,2024-08-07,10:35:55,감천동 원양로,2024-11-30
부산광역시 사하구,2024-08-07,09:51:58,괴정동 사하로141번길,2024-11-30
부산광역시 사하구,2024-08-07,09:51:46,괴정동 사하로141번길,2024-11-30
부산광역시 사하구,2024-08-07,10:36:07,감천동 원양로,2024-11-30
부산광역시 사하구,2024-08-07,10:39:42,감천동 원양로,2024-11-30
부산광역시 사하구,2024-08-07,10:37:03,감천동 원양로,2024-11-30
부산광역시 사하구,2024-08-07,09:43:58,괴정동 괴정로,2024-11-30
부산광역시 사하구,2024-08-07,10:37:09,감천동 원양로,2024-11-30
부산광역시 사하구,2024-08-07,14:28:43,감천동 원양로,2024-11-30
부산광역시 사하구,2024-08-07,11:21:36,신평동 다대로,2024-11-30
부산광역시 사하구,2024-08-07,11:21:49,신평동 다대로,2024-11-30
부산광역시 사하구,2024-08-07,09:54:38,장림동 장평로195번길,2024-11-30
부산광역시 사하구,2024-08-07,14:49:30,신평동 다대로142번길,2024-11-30
부산광역시 사하구,2024-08-07,14:44:32,신평동 다대로144번길,2024-11-30
부산광역시 사하구,2024-08-07,14:49:12,신평동 다대로142번길,2024-11-30
부산광역시 사하구,2024-08-07,09:52:39,장림동 장평로195번길,2024-11-30
부산광역시 사하구,2024-08-07,09:54:18,장림동 장평로195번길,2024-11-30
부산광역시 사하구,2024-08-07,09:52:25,장림동 장평로195번길,2024-11-30
부산광역시 사하구,2024-08-07,14:55:33,신평동 다대로142번길,2024-11-30
부산광역시 사하구,2024-08-07,14:43:24,신평동 다대로142번길,2024-11-30
부산광역시 사하구,2024-08-07,09:53:24,장림동 장평로195번길,2024-11-30
부산광역시 사하구,2024-08-07,14:52:13,신평동 다대로142번길,2024-11-30
부산광역시 사하구,2024-08-07,14:51:07,신평동 다대로142번길,2024-11-30
부산광역시 사하구,2024-08-07,15:05:58,신평동 다대로,2024-11-30
부산광역시 사하구,2024-08-07,14:49:14,신평동 다대로142번길,2024-11-30
부산광역시 사하구,2024-08-07,14:49:49,신평동 다대로142번길,2024-11-30
부산광역시 사하구,2024-08-07,14:43:59,신평동 다대로144번길,2024-11-30
부산광역시 사하구,2024-08-07,09:52:16,장림동 장평로195번길,2024-11-30
부산광역시 사하구,2024-08-07,14:50:27,신평동 다대로142번길,2024-11-30
부산광역시 사하구,2024-08-07,11:21:53,신평동 다대로134번길,2024-11-30
부산광역시 사하구,2024-08-07,15:06:09,신평동 다대로134번길,2024-11-30
부산광역시 사하구,2024-08-07,14:48:58,신평동 다대로130번길,2024-11-30
부산광역시 사하구,2024-08-07,15:06:01,신평동 다대로,2024-11-30
부산광역시 사하구,2024-08-07,09:46:59,하단동 낙동대로549번길,2024-11-30
부산광역시 사하구,2024-08-07,14:16:46,하단동 낙동남로,2024-11-30
부산광역시 사하구,2024-08-07,14:15:04,하단동 낙동남로1405번길,2024-11-30
부산광역시 사하구,2024-08-07,10:18:41,하단동 승학로3번길,2024-11-30
부산광역시 사하구,2024-08-07,09:50:36,하단동 낙동남로1423번길,2024-11-30
부산광역시 사하구,2024-08-07,10:18:23,하단동 승학로3번길,2024-11-30
부산광역시 사하구,2024-08-07,10:18:15,하단동 낙동대로520번길,2024-11-30
부산광역시 사하구,2024-08-07,10:18:12,하단동 낙동대로520번길,2024-11-30
부산광역시 사하구,2024-08-07,09:47:18,하단동 낙동대로575번길,2024-11-30
부산광역시 사하구,2024-08-07,14:13:58,하단동 낙동남로1423번길,2024-11-30
부산광역시 사하구,2024-08-07,14:12:34,하단동 낙동대로549번길,2024-11-30
부산광역시 사하구,2024-08-07,14:19:20,하단동 하신번영로,2024-11-30
부산광역시 사하구,2024-08-07,09:52:37,하단동 낙동남로,2024-11-30
부산광역시 사하구,2024-08-07,09:51:22,하단동 낙동남로1405번길,2024-11-30
부산광역시 사하구,2024-08-07,09:50:02,하단동 낙동남로1423번길,2024-11-30
부산광역시 사하구,2024-08-07,10:20:31,하단동 승학로3번길,2024-11-30
부산광역시 사하구,2024-08-07,10:20:39,하단동 승학로3번길,2024-11-30
부산광역시 사하구,2024-01-02,14:40:00,괴정동 엔스타아파트,2024-11-30
부산광역시 사하구,2024-01-02,14:15:00,하단동 591 부근 교차로 모퉁이,2024-11-30
부산광역시 사하구,2024-01-05,09:55:00,다대동 세인트마린부출,2024-11-30
부산광역시 사하구,2024-01-05,15:25:00,장림동 경희병원,2024-11-30
부산광역시 사하구,2024-01-05,20:24:00,당리동 301-30 부근 횡단보도,2024-11-30
부산광역시 사하구,2024-01-05,20:19:00,당리동 314 부근 횡단보도,2024-11-30
부산광역시 사하구,2024-01-07,07:51:00,하단동 하단역5번출구,2024-11-30
부산광역시 사하구,2024-01-08,15:41:00,감천동 감천로,2024-11-30
부산광역시 사하구,2024-01-08,08:59:00,하단동하단초등학교후문,2024-11-30
부산광역시 사하구,2024-01-11,18:01:00,하단동 하단역4번프라임,2024-11-30
부산광역시 사하구,2024-01-11,18:27:00,하단동 하단역4번프라임,2024-11-30
부산광역시 사하구,2024-01-11,12:15:00,장림동 996-11 부근 횡단보도,2024-11-30
부산광역시 사하구,2024-01-12,09:34:00,괴정동 승학로,2024-11-30
부산광역시 사하구,2024-01-12,09:34:00,괴정동 승학로,2024-11-30
부산광역시 사하구,2024-01-15,17:58:00,하단동 승학로3번길,2024-11-30
부산광역시 사하구,2024-01-16,10:05:00,다대동 다송로68번길,2024-11-30
부산광역시 사하구,2024-01-16,10:27:00,괴정동 승학로,2024-11-30
부산광역시 사하구,2024-01-19,12:19:00,장림동 515-11 부근 횡단보도,2024-11-30
부산광역시 사하구,2024-01-22,07:14:00,감천동 702-1 부근 보도,2024-11-30
부산광역시 사하구,2024-02-01,16:28:00,장림동 장림초등학교,2024-11-30
부산광역시 사하구,2024-02-05,18:49:00,장림동 스마트W@사거리,2024-11-30
부산광역시 사하구,2024-02-05,01:47:00,하단동 523 부근 교차로 모퉁이,2024-11-30
부산광역시 사하구,2024-02-05,14:51:00,다대동 1437 부근 횡단보도,2024-11-30
부산광역시 사하구,2024-02-06,18:14:00,장림동 동일스위트사거리,2024-11-30
부산광역시 사하구,2024-02-06,18:29:00,하단동 괴정로15번길,2024-11-30
부산광역시 사하구,2024-02-13,16:01:30,하단동 하신번영로,2024-11-30
부산광역시 사하구,2024-02-13,14:23:05,하단동 괴정로,2024-11-30
부산광역시 사하구,2024-02-13,09:45:21,하단동 동매로29번길,2024-11-30
부산광역시 사하구,2024-02-13,06:44:53,괴정동 오성장미아파트,2024-11-30
부산광역시 사하구,2024-02-13,17:41:51,괴정동회화나무샘터공원,2024-11-30
부산광역시 사하구,2024-02-13,09:53:55,감천동 감천초등학교,2024-11-30
부산광역시 사하구,2024-02-06,03:10:56,하단동 523,2024-11-30
부산광역시 사하구,2024-02-07,20:50:25,장림동 325-62,2024-11-30
부산광역시 사하구,2024-02-07,13:13:23,하단동 491,2024-11-30
부산광역시 사하구,2024-02-07,01:44:53,하단동 523,2024-11-30
부산광역시 사하구,2024-02-08,13:23:02,하단동 516,2024-11-30
부산광역시 사하구,2024-02-11,03:35:24,신평동 9-1,2024-11-30
부산광역시 사하구,2024-02-11,00:00:08,하단동 612,2024-11-30
부산광역시 사하구,2024-02-11,00:07:47,괴정동 1215-1,2024-11-30
부산광역시 사하구,2024-02-12,00:33:40,감천동 7-89,2024-11-30
부산광역시 사하구,2024-02-13,08:58:29,하단동 612,2024-11-30
부산광역시 사하구,2024-02-16,09:59:25,감천동 원양로,2024-11-30
부산광역시 사하구,2024-02-16,09:45:33,하단동 낙동대로516번길,2024-11-30
부산광역시 사하구,2024-02-20,14:13:38,하단동 낙동남로,2024-11-30
