부서명,단속일시,단속장소주소
교통행정과,2023-01-08 10:48:00,부곡동 중앙대로1763번길
교통행정과,2023-01-08 10:48:00,부곡동 중앙대로1763번길
교통행정과,2023-01-08 11:15:00,장전동 부산대학로63번길
교통행정과,2023-01-08 11:15:00,장전동 부산대학로63번길
교통행정과,2023-01-08 11:19:00,장전동 장전온천천로83번
교통행정과,2023-01-08 14:45:00,청룡동 범어사로
교통행정과,2023-01-08 14:46:00,청룡동 범어사로
교통행정과,2023-01-08 14:47:00,청룡동 범어사로
교통행정과,2023-01-08 14:54:00,청룡동 범어사로
교통행정과,2023-01-08 14:54:00,청룡동 범어사로
교통행정과,2023-01-08 14:54:00,청룡동 범어사로
교통행정과,2023-01-08 13:00:00,부곡동 398
교통행정과,2023-01-08 10:17:00,서동 304-131
교통행정과,2023-01-08 17:16:00,장전동 409-32
교통행정과,2023-01-08 17:17:00,서동 242
교통행정과,2023-01-08 16:42:00,부곡동 398
교통행정과,2023-01-08 16:11:00,서동 302-1993
교통행정과,2023-01-08 15:53:00,구서동 1038
교통행정과,2023-01-08 15:50:00,구서동 1039
교통행정과,2023-01-08 13:41:00,부곡동 14-8
교통행정과,2023-01-08 13:17:00,남산동 136-1
교통행정과,2023-01-08 13:02:00,부곡동 269-3
교통행정과,2023-01-08 00:46:00,서동 134-44
교통행정과,2023-01-08 09:13:00,장전동 612-7
교통행정과,2023-01-08 19:22:00,구서동 262
교통행정과,2023-01-08 18:59:00,남산동 1003
교통행정과,2023-01-08 18:57:00,남산동 1003
교통행정과,2023-01-08 18:49:00,구서동 1040
교통행정과,2023-01-08 17:40:00,서동 238-2
교통행정과,2023-01-08 17:40:00,금사동 154-2
교통행정과,2023-01-08 13:10:00,부곡동 398
교통행정과,2023-01-08 13:06:00,부곡동 398
교통행정과,2023-01-08 13:46:00,장전동 426
교통행정과,2023-01-08 22:13:00,장전동 241-12
교통행정과,2023-01-08 17:45:00,장전동 643-284
교통행정과,2023-01-01 08:15:00,구서전철역
교통행정과,2023-01-01 09:04:00,두실지하철1번출구
교통행정과,2023-01-01 09:13:00,노포동 고속터미널건너편
교통행정과,2023-01-01 10:48:00,남산동 부산은행
교통행정과,2023-01-01 15:01:00,구서 오시게시장 사거리
교통행정과,2023-01-01 15:57:00,남산동 부산은행
교통행정과,2023-01-01 17:33:00,남산고등학교 진입삼거리
교통행정과,2023-01-01 17:43:00,농협 남산지점
교통행정과,2023-01-01 17:50:00,농협 남산지점
교통행정과,2023-01-01 18:45:00,농협 남산지점
교통행정과,2023-01-01 19:05:00,구서 오시게시장 사거리
교통행정과,2023-01-01 19:35:00,구서 오시게시장 사거리
교통행정과,2023-01-01 19:56:00,구서 오시게시장 사거리
교통행정과,2023-01-01 20:36:00,구서 오시게시장 사거리
교통행정과,2023-01-01 21:04:00,구서 오시게시장 사거리
교통행정과,2023-01-01 07:04:00,서동 세웅병원 보강
교통행정과,2023-01-01 07:17:00,대흥상가아파트
