부산구별,날짜,음식점 수,주점 수,버스 정류장 개수,지하철역 개수,지역구별 인구수,지역구 별 인구 대비 남자 수,가로등 수,CCTV 개수,횡단보도 개수,신호등 개수,주차장 개수,차량 등록 대수,택시 정류장 수,강수,기온,음주운전 사고건수,음주운전 단속건수
강서구,2021-01-01,1713,148,1091,3,138563,51.67829795832942,20454,352,559,284,27,82033,2,34.8,2.0,51,30
금정구,2021-01-01,2011,315,500,7,231758,48.84189542540064,6196,403,172,30,45,88419,5,56.5,2.9,36,26
기장군,2021-01-01,2026,176,774,2,175384,49.51420882178534,15372,344,331,288,29,81674,10,50.5,3.5,40,16
남구,2021-01-01,2073,387,528,6,267217,48.93738048103227,4624,351,237,26,25,99834,9,52.5,3.3,35,26
동구,2021-01-01,971,228,248,6,88662,48.98490898017189,3649,374,82,16,67,52847,13,49.0,3.5,10,9
동래구,2021-01-01,2140,373,565,13,270556,48.66866748473514,4443,404,224,34,15,97031,7,56.5,2.9,41,59
부산진구,2021-01-01,3685,722,661,11,359744,48.31574675324675,6960,403,309,50,57,144140,25,52.5,3.3,87,37
북구,2021-01-01,1857,304,451,10,283343,49.488782147432616,4960,174,259,26,43,103754,7,38.0,2.6,38,26
사상구,2021-01-01,1782,295,491,5,212103,50.53299576149324,6447,442,232,73,63,89670,3,41.5,2.5,47,32
사하구,2021-01-01,2605,379,639,11,310890,49.843996268776735,6953,431,310,33,55,113842,7,45.0,2.5,51,21
서구,2021-01-01,950,117,310,4,107855,48.45394279356544,2848,230,106,17,48,30511,3,49.0,3.6,20,7
수영구,2021-01-01,1842,398,239,7,176682,47.26004912781155,3459,348,119,11,10,101008,7,54.5,2.9,36,23
연제구,2021-01-01,1518,245,318,8,208809,48.15070231647103,4343,365,171,46,25,101781,12,56.5,3.5,28,22
영도구,2021-01-01,1028,177,403,0,112912,49.2976831514808,3359,377,118,15,37,32998,1,49.0,3.5,19,7
중구,2021-01-01,1189,246,126,3,41462,48.83748974965028,1732,381,83,10,29,35774,12,49.0,3.5,16,9
해운대구,2021-01-01,3654,436,600,10,401547,48.13757791740444,11159,337,503,41,40,177872,39,54.5,3.6,82,28
강서구,2021-02-01,1713,148,1091,3,139041,51.68907013039319,20454,352,559,284,27,82449,2,16.9,6.0,51,26
금정구,2021-02-01,2011,315,500,7,231543,48.87947379104529,6196,403,172,30,45,88374,5,26.5,6.9,36,44
기장군,2021-02-01,2026,176,774,2,176067,49.518649150607445,15372,344,331,288,29,82157,10,23.0,7.3,40,25
남구,2021-02-01,2073,387,528,6,266856,48.94025242078124,4624,351,237,26,25,99841,9,29.5,7.0,35,29
동구,2021-02-01,971,228,248,6,88539,48.950180146602065,3649,374,82,16,67,53046,13,26.7,7.2,10,4
동래구,2021-02-01,2140,373,565,13,270537,48.67726041169969,4443,404,224,34,15,97256,7,26.5,6.9,41,58
부산진구,2021-02-01,3685,722,661,11,359791,48.282197164464925,6960,403,309,50,57,144557,25,29.5,7.0,87,47
북구,2021-02-01,1857,304,451,10,282689,49.455762339532136,4960,174,259,26,43,103750,7,18.5,6.4,38,25
사상구,2021-02-01,1782,295,491,5,211966,50.53593500844475,6447,442,232,73,63,89624,3,15.5,5.9,47,21
사하구,2021-02-01,2605,379,639,11,310578,49.81904706708138,6953,431,310,33,55,113762,7,29.0,6.2,51,21
서구,2021-02-01,950,117,310,4,107700,48.428969359331475,2848,230,106,17,48,30561,3,26.7,7.2,20,7
수영구,2021-02-01,1842,398,239,7,176641,47.26988637971932,3459,348,119,11,10,100997,7,28.5,6.9,36,25
연제구,2021-02-01,1518,245,318,8,208652,48.13277610566877,4343,365,171,46,25,102044,12,26.5,7.2,28,32
영도구,2021-02-01,1028,177,403,0,112673,49.29131202683873,3359,377,118,15,37,33066,1,26.7,7.2,19,11
중구,2021-02-01,1189,246,126,3,41463,48.8194293707643,1732,381,83,10,29,36055,12,26.7,7.2,16,5
해운대구,2021-02-01,3654,436,600,10,401117,48.122118982740695,11159,337,503,41,40,177935,39,28.5,7.2,82,30
강서구,2021-03-01,1713,148,1091,3,139216,51.713883461671074,20454,352,559,284,27,82922,2,162.5,10.8,51,33
금정구,2021-03-01,2011,315,500,7,230540,48.899106445736095,6196,403,172,30,45,88314,5,187.5,10.8,36,34
기장군,2021-03-01,2026,176,774,2,176028,49.52053082464153,15372,344,331,288,29,82535,10,209.0,11.0,40,38
남구,2021-03-01,2073,387,528,6,265694,48.95368356078797,4624,351,237,26,25,99802,9,124.5,11.0,35,24
동구,2021-03-01,971,228,248,6,88155,48.99892235267427,3649,374,82,16,67,53736,13,126.5,11.3,10,15
동래구,2021-03-01,2140,373,565,13,269427,48.69482271635731,4443,404,224,34,15,97222,7,187.5,10.8,41,35
부산진구,2021-03-01,3685,722,661,11,357583,48.29396252058962,6960,403,309,50,57,145269,25,124.5,11.0,87,52
북구,2021-03-01,1857,304,451,10,281814,49.44786277473795,4960,174,259,26,43,103800,7,150.0,11.2,38,27
사상구,2021-03-01,1782,295,491,5,211209,50.5248355893925,6447,442,232,73,63,89383,3,148.5,10.7,47,34
사하구,2021-03-01,2605,379,639,11,309260,49.813748949104315,6953,431,310,33,55,113822,7,124.0,10.3,51,33
서구,2021-03-01,950,117,310,4,106422,48.46460318355227,2848,230,106,17,48,30590,3,126.5,10.9,20,13
수영구,2021-03-01,1842,398,239,7,176111,47.28381532101913,3459,348,119,11,10,100847,7,160.5,10.8,36,28
연제구,2021-03-01,1518,245,318,8,207377,48.190975855567395,4343,365,171,46,25,102235,12,187.5,11.3,28,33
영도구,2021-03-01,1028,177,403,0,111455,49.34098963707326,3359,377,118,15,37,33040,1,126.5,11.3,19,12
중구,2021-03-01,1189,246,126,3,41350,48.76662636033857,1732,381,83,10,29,36275,12,126.5,11.3,16,6
해운대구,2021-03-01,3654,436,600,10,399996,48.13773137731378,11159,337,503,41,40,177964,39,160.5,10.9,82,39
강서구,2021-04-01,1713,148,1091,3,139630,51.73171954451049,20454,352,559,284,27,83300,2,93.1,14.5,51,46
금정구,2021-04-01,2011,315,500,7,230140,48.8863300599635,6196,403,172,30,45,88329,5,128.5,14.3,36,28
기장군,2021-04-01,2026,176,774,2,176258,49.53080143879994,15372,344,331,288,29,82734,10,134.5,14.0,40,24
남구,2021-04-01,2073,387,528,6,265127,48.9474855446635,4624,351,237,26,25,99838,9,111.5,14.2,35,25
동구,2021-04-01,971,228,248,6,88095,49.000510812191386,3649,374,82,16,67,54101,13,118.6,14.7,10,5
동래구,2021-04-01,2140,373,565,13,268923,48.663372043298644,4443,404,224,34,15,97073,7,128.5,14.3,41,37
부산진구,2021-04-01,3685,722,661,11,357132,48.297548245466665,6960,403,309,50,57,145264,25,111.5,14.2,87,50
북구,2021-04-01,1857,304,451,10,282037,49.45698614011636,4960,174,259,26,43,104003,7,102.5,14.9,38,21
사상구,2021-04-01,1782,295,491,5,210899,50.51043390438077,6447,442,232,73,63,89333,3,94.5,14.4,47,23
사하구,2021-04-01,2605,379,639,11,308643,49.80155065885181,6953,431,310,33,55,113741,7,111.0,13.7,51,26
서구,2021-04-01,950,117,310,4,106517,48.4570538036182,2848,230,106,17,48,30643,3,118.6,14.2,20,7
수영구,2021-04-01,1842,398,239,7,176241,47.27163372881452,3459,348,119,11,10,101064,7,141.5,14.3,36,25
연제구,2021-04-01,1518,245,318,8,206938,48.16998328001624,4343,365,171,46,25,102535,12,128.5,14.7,28,27
영도구,2021-04-01,1028,177,403,0,111335,49.35914133021961,3359,377,118,15,37,33074,1,118.6,14.7,19,20
중구,2021-04-01,1189,246,126,3,41291,72.94083456443293,1732,381,83,10,29,36628,12,118.6,14.7,16,6
해운대구,2021-04-01,3654,436,600,10,399731,48.12361312982981,11159,337,503,41,40,178576,39,141.5,14.2,82,32
강서구,2021-05-01,1713,148,1091,3,140193,51.73938784390091,20454,352,559,284,27,83787,2,135.6,17.6,51,33
금정구,2021-05-01,2011,315,500,7,229639,48.90240769207321,6196,403,172,30,45,88186,5,149.5,17.6,36,24
기장군,2021-05-01,2026,176,774,2,176379,49.53254072196803,15372,344,331,288,29,83025,10,170.5,16.8,40,37
남구,2021-05-01,2073,387,528,6,264613,48.943173615808746,4624,351,237,26,25,99667,9,119.6,17.0,35,42
동구,2021-05-01,971,228,248,6,88015,48.95756405158211,3649,374,82,16,67,54690,13,121.5,17.3,10,13
동래구,2021-05-01,2140,373,565,13,26854,486.55321367394055,4443,404,224,34,15,96923,7,148.5,17.5,41,36
부산진구,2021-05-01,3685,722,661,11,356644,48.28792857863864,6960,403,309,50,57,145373,25,119.6,17.0,87,40
북구,2021-05-01,1857,304,451,10,283101,49.46220606779912,4960,174,259,26,43,104696,7,112.5,17.9,38,20
사상구,2021-05-01,1782,295,491,5,210535,50.49991687842876,6447,442,232,73,63,89321,3,106.0,17.5,47,29
사하구,2021-05-01,2605,379,639,11,307995,49.806977385996525,6953,431,310,33,55,113626,7,122.7,16.6,51,40
서구,2021-05-01,950,117,310,4,106529,48.42343399449915,2848,230,106,17,48,30678,3,121.5,16.9,20,5
수영구,2021-05-01,1842,398,239,7,176027,47.266612508308384,3459,348,119,11,10,102052,7,132.5,17.5,36,28
연제구,2021-05-01,1518,245,318,8,206508,48.159393340693825,4343,365,171,46,25,102812,12,148.5,17.3,28,34
영도구,2021-05-01,1028,177,403,0,111521,49.32792926892693,3359,377,118,15,37,33229,1,121.5,17.3,19,15
중구,2021-05-01,1189,246,126,3,41188,48.70593376711664,1732,381,83,10,29,36798,12,121.5,17.3,16,3
해운대구,2021-05-01,3654,436,600,10,399150,48.12251033446073,11159,337,503,41,40,179245,39,132.5,16.9,82,49
강서구,2021-06-01,1713,148,1091,3,140697,51.75519023149037,20454,352,559,284,27,84336,2,111.6,21.9,51,22
금정구,2021-06-01,2011,315,500,7,229156,48.89551222747822,6196,403,172,30,45,88055,5,176.5,21.7,36,36
기장군,2021-06-01,2026,176,774,2,176583,49.54157534983549,15372,344,331,288,29,83125,10,177.0,20.9,40,31
남구,2021-06-01,2073,387,528,6,264032,48.92816022300327,4624,351,237,26,25,99609,9,238.5,21.1,35,45
동구,2021-06-01,971,228,248,6,87851,48.938543670533065,3649,374,82,16,67,55175,13,220.0,21.6,10,13
동래구,2021-06-01,2140,373,565,13,268319,48.64694635862537,4443,404,224,34,15,96915,7,176.5,21.7,41,32
부산진구,2021-06-01,3685,722,661,11,356026,48.28523759500711,6960,403,309,50,57,145219,25,238.5,21.1,87,50
북구,2021-06-01,1857,304,451,10,283576,49.45235139786159,4960,174,259,26,43,105181,7,127.0,22.1,38,22
사상구,2021-06-01,1782,295,491,5,210288,50.493133226812745,6447,442,232,73,63,89305,3,121.0,22.0,47,35
사하구,2021-06-01,2605,379,639,11,307519,49.79009427059791,6953,431,310,33,55,113542,7,198.0,20.7,51,40
서구,2021-06-01,950,117,310,4,106394,48.40874485403312,2848,230,106,17,48,30762,3,220.0,21.0,20,4
수영구,2021-06-01,1842,398,239,7,175842,47.23729256946577,3459,348,119,11,10,103015,7,245.5,21.7,36,28
연제구,2021-06-01,1518,245,318,8,206199,48.14184355889214,4343,365,171,46,25,103360,12,176.5,21.6,28,38
영도구,2021-06-01,1028,177,403,0,111632,49.319191629640244,3359,377,118,15,37,33319,1,220.0,21.6,19,16
중구,2021-06-01,1189,246,126,3,40543,48.8247046345855,1732,381,83,10,29,36937,12,220.0,21.6,16,5
해운대구,2021-06-01,3654,436,600,10,398943,48.11790155485872,11159,337,503,41,40,180085,39,245.5,21.0,82,42
강서구,2021-07-01,1713,148,1091,3,141201,51.7659223376605,20454,352,559,284,27,84724,2,421.4,26.4,51,22
금정구,2021-07-01,2011,315,500,7,229163,48.890964073606995,6196,403,172,30,45,88329,5,420.5,26.3,36,36
기장군,2021-07-01,2026,176,774,2,176753,49.53975321493836,15372,344,331,288,29,83210,10,309.0,25.7,40,50
남구,2021-07-01,2073,387,528,6,263699,48.90765607757329,4624,351,237,26,25,99741,9,381.0,25.5,35,29
동구,2021-07-01,971,228,248,6,87698,48.904193938288216,3649,374,82,16,67,55519,13,399.3,26.3,10,13
동래구,2021-07-01,2140,373,565,13,267924,48.64103253161344,4443,404,224,34,15,96594,7,428.5,26.3,41,32
부산진구,2021-07-01,3685,722,661,11,355525,48.27367976935518,6960,403,309,50,57,145352,25,381.0,25.5,87,40
북구,2021-07-01,1857,304,451,10,283662,49.438416143156296,4960,174,259,26,43,105437,7,397.5,26.9,38,24
사상구,2021-07-01,1782,295,491,5,209961,50.48985287743915,6447,442,232,73,63,89447,3,404.5,26.7,47,23
사하구,2021-07-01,2605,379,639,11,306827,49.78212478041372,6953,431,310,33,55,113406,7,448.5,25.1,51,41
서구,2021-07-01,950,117,310,4,106286,48.42594509154545,2848,230,106,17,48,30780,3,399.3,25.6,20,9
수영구,2021-07-01,1842,398,239,7,175687,47.244246870855555,3459,348,119,11,10,103638,7,385.5,26.3,36,28
연제구,2021-07-01,1518,245,318,8,205894,48.1203920463928,4343,365,171,46,25,103939,12,428.5,26.3,28,31
영도구,2021-07-01,1028,177,403,0,111527,49.31003254817219,3359,377,118,15,37,33374,1,399.3,26.3,19,15
중구,2021-07-01,1189,246,126,3,40648,48.85357213147019,1732,381,83,10,29,37120,12,399.3,26.3,16,7
해운대구,2021-07-01,3654,436,600,10,398570,48.10974232882555,11159,337,503,41,40,180670,39,385.5,25.6,82,54
강서구,2021-08-01,1713,148,1091,3,141663,51.794752334766315,20454,352,559,284,27,85015,2,359.3,26.1,51,16
금정구,2021-08-01,2011,315,500,7,229175,48.89320388349515,6196,403,172,30,45,88437,5,514.0,25.8,36,32
기장군,2021-08-01,2026,176,774,2,176780,49.52200475166874,15372,344,331,288,29,83267,10,383.5,25.4,40,52
남구,2021-08-01,2073,387,528,6,263267,48.88421260545378,4624,351,237,26,25,100896,9,416.5,25.2,35,32
동구,2021-08-01,971,228,248,6,87518,48.90194017230741,3649,374,82,16,67,55991,13,480.4,26.0,10,8
동래구,2021-08-01,2140,373,565,13,267603,48.632115484505036,4443,404,224,34,15,96532,7,480.5,25.8,41,15
부산진구,2021-08-01,3685,722,661,11,355076,48.227703364913424,6960,403,309,50,57,145434,25,416.5,25.2,87,27
북구,2021-08-01,1857,304,451,10,283867,49.42420217918955,4960,174,259,26,43,105849,7,454.0,26.6,38,26
사상구,2021-08-01,1782,295,491,5,209502,50.49593798627221,6447,442,232,73,63,89240,3,405.5,26.3,47,16
사하구,2021-08-01,2605,379,639,11,306845,49.7827893561896,6953,431,310,33,55,113590,7,480.8,25.1,51,41
서구,2021-08-01,950,117,310,4,105968,48.41272837082893,2848,230,106,17,48,30749,3,480.4,25.2,20,15
수영구,2021-08-01,1842,398,239,7,175781,47.23661829207935,3459,348,119,11,10,104221,7,398.5,25.8,36,24
연제구,2021-08-01,1518,245,318,8,205659,48.13696458701054,4343,365,171,46,25,103201,12,480.5,26.0,28,30
영도구,2021-08-01,1028,177,403,0,111333,49.29625537801011,3359,377,118,15,37,33410,1,480.4,26.0,19,15
중구,2021-08-01,1189,246,126,3,40695,48.79960683130606,1732,381,83,10,29,37218,12,480.4,26.0,16,9
해운대구,2021-08-01,3654,436,600,10,398043,48.10058209791405,11159,337,503,41,40,181162,39,398.5,25.2,82,35
강서구,2021-09-01,1713,148,1091,3,142081,51.81340221422991,20454,352,559,284,27,85307,2,100.6,22.3,51,36
금정구,2021-09-01,2011,315,500,7,229284,48.88522531009578,6196,403,172,30,45,88319,5,157.5,22.2,36,39
기장군,2021-09-01,2026,176,774,2,176760,49.5010183299389,15372,344,331,288,29,83431,10,199.0,22.1,40,50
남구,2021-09-01,2073,387,528,6,263195,48.87972795835787,4624,351,237,26,25,100708,9,157.0,21.8,35,45
동구,2021-09-01,971,228,248,6,87525,48.94030277063696,3649,374,82,16,67,56513,13,158.9,22.6,10,48
동래구,2021-09-01,2140,373,565,13,267358,48.62768273251595,4443,404,224,34,15,96545,7,157.5,22.2,41,13
부산진구,2021-09-01,3685,722,661,11,354863,48.206490955664584,6960,403,309,50,57,143009,25,157.0,21.8,87,39
북구,2021-09-01,1857,304,451,10,283901,49.40172806717835,4960,174,259,26,43,106007,7,109.5,22.9,38,22
사상구,2021-09-01,1782,295,491,5,209365,50.47930647433907,6447,442,232,73,63,89210,3,107.0,22.6,47,32
사하구,2021-09-01,2605,379,639,11,306800,49.777053455019555,6953,431,310,33,55,113722,7,166.6,21.8,51,37
서구,2021-09-01,950,117,310,4,105785,48.405728600463206,2848,230,106,17,48,30708,3,158.9,22.1,20,9
수영구,2021-09-01,1842,398,239,7,175765,47.2278326174153,3459,348,119,11,10,104601,7,157.0,22.2,36,32
연제구,2021-09-01,1518,245,318,8,205636,48.13797195043669,4343,365,171,46,25,103971,12,157.5,22.6,28,37
영도구,2021-09-01,1028,177,403,0,111156,49.28298967217245,3359,377,118,15,37,33446,1,158.9,22.6,19,21
중구,2021-09-01,1189,246,126,3,40690,48.808060948636026,1732,381,83,10,29,37390,12,158.9,22.6,16,7
해운대구,2021-09-01,3654,436,600,10,397844,48.07964930977972,11159,337,503,41,40,181720,39,157.0,22.1,82,49
강서구,2021-10-01,1713,148,1091,3,142421,51.82171168577667,20454,352,559,284,27,85620,2,23.1,17.3,51,36
금정구,2021-10-01,2011,315,500,7,229107,48.87410685836749,6196,403,172,30,45,88347,5,18.5,17.3,36,50
기장군,2021-10-01,2026,176,774,2,176848,49.492784764317385,15372,344,331,288,29,83626,10,27.5,17.6,40,43
남구,2021-10-01,2073,387,528,6,263170,48.866512140441536,4624,351,237,26,25,100847,9,16.5,17.4,35,40
동구,2021-10-01,971,228,248,6,87636,48.93993336071934,3649,374,82,16,67,57009,13,15.4,18.3,10,13
동래구,2021-10-01,2140,373,565,13,266846,48.62167692226977,4443,404,224,34,15,96440,7,18.5,17.3,41,20
부산진구,2021-10-01,3685,722,661,11,354370,48.19059175438101,6960,403,309,50,57,143182,25,16.5,17.4,87,48
북구,2021-10-01,1857,304,451,10,283730,49.406125541888414,4960,174,259,26,43,106063,7,15.5,17.4,38,17
사상구,2021-10-01,1782,295,491,5,209100,50.47345767575323,6447,442,232,73,63,89145,3,17.5,16.9,47,46
사하구,2021-10-01,2605,379,639,11,306564,49.76416017536305,6953,431,310,33,55,113846,7,17.2,17.3,51,35
서구,2021-10-01,950,117,310,4,105531,48.40189138736485,2848,230,106,17,48,30681,3,15.4,17.4,20,3
